genome	count	k	order	type	tree_k	dataset	runs_type	n_runs	baseline	rel
spnegono	277	31	nj	kmer	single	spnegono kmer k31 n277	indiv_rows	133207156	627624046	0.21224036403474572
spnegono	277	31	nj	kmer	single	spnegono kmer k31 n277	cylinder	116320702	614933268	0.18915987807639642
spnegono	277	31	nj	unique	single	spnegono unique k31 n277	matrix	6527842	25392001	0.25708261432409363
spnegono	277	31	nj	unique	single	spnegono unique k31 n277	indiv_rows	6839609	25703768	0.26609363265339153
spnegono	277	31	nj	unique	single	spnegono unique k31 n277	cylinder	6601110	25462936	0.2592438672429605
spnegono	277	31	nj	unitig	single	spnegono unitig k31 n277	matrix	11162255	54689456	0.2041025056091251
spnegono	277	31	nj	unitig	single	spnegono unitig k31 n277	indiv_rows	12046446	55573647	0.2167654392017857
spnegono	277	31	nj	unitig	single	spnegono unitig k31 n277	cylinder	11164078	54795348	0.20374134680192194
spnegono	29	31	nj	kmer	single	spnegono kmer k31 n29	matrix	22462549	59438508	0.3779123964551735
spnegono	29	31	nj	kmer	single	spnegono kmer k31 n29	indiv_rows	39363355	76339314	0.5156367399371705
spnegono	29	31	nj	kmer	single	spnegono kmer k31 n29	cylinder	22533106	59741864	0.377174471824314
spnegono	29	31	nj	unique	single	spnegono unique k31 n29	matrix	17930	32338	0.5544560578885521
spnegono	29	31	nj	unique	single	spnegono unique k31 n29	indiv_rows	21049	35457	0.5936486448374086
spnegono	29	31	nj	unique	single	spnegono unique k31 n29	cylinder	18340	33892	0.541130650300956
spnegono	29	31	nj	unitig	single	spnegono unitig k31 n29	matrix	1972972	4729517	0.41716141415709046
spnegono	29	31	nj	unitig	single	spnegono unitig k31 n29	indiv_rows	2857163	5613708	0.5089618127626161
spnegono	29	31	nj	unitig	single	spnegono unitig k31 n29	cylinder	1978218	4747426	0.41669275097705577
spnegono	2	31	nj	kmer	single	spnegono kmer k31 n2	matrix	32069	32069	1
spnegono	2	31	nj	kmer	single	spnegono kmer k31 n2	indiv_rows	16932875	16932875	1
spnegono	2	31	nj	kmer	single	spnegono kmer k31 n2	cylinder	64138	64138	1
spnegono	2	31	nj	unique	single	spnegono unique k31 n2	matrix	2	2	1
spnegono	2	31	nj	unique	single	spnegono unique k31 n2	indiv_rows	8	8	1
spnegono	2	31	nj	unique	single	spnegono unique k31 n2	cylinder	4	4	1
spnegono	2	31	nj	unitig	single	spnegono unitig k31 n2	matrix	2913	2913	1
spnegono	2	31	nj	unitig	single	spnegono unitig k31 n2	indiv_rows	887104	887104	1
spnegono	2	31	nj	unitig	single	spnegono unitig k31 n2	cylinder	5826	5826	1
spnegono	3	31	nj	kmer	single	spnegono kmer k31 n3	matrix	451013	829641	0.5436242905063756
spnegono	3	31	nj	kmer	single	spnegono kmer k31 n3	indiv_rows	17351819	17730447	0.97864532123753
spnegono	3	31	nj	kmer	single	spnegono kmer k31 n3	cylinder	861710	861710	1
spnegono	3	31	nj	unique	single	spnegono unique k31 n3	matrix	8	12	0.6666666666666666
spnegono	3	31	nj	unique	single	spnegono unique k31 n3	indiv_rows	16	20	0.8
spnegono	3	31	nj	unique	single	spnegono unique k31 n3	cylinder	14	14	1
spnegono	3	31	nj	unitig	single	spnegono unitig k31 n3	matrix	26621	26232	1.0148292162244588
spnegono	3	31	nj	unitig	single	spnegono unitig k31 n3	indiv_rows	910812	910423	1.0004272739155315
spnegono	3	31	nj	unitig	single	spnegono unitig k31 n3	cylinder	49940	49940	1
spnegono	434	31	nj	kmer	single	spnegono kmer k31 n434	matrix	144979225	1057544231	0.13709045990720364
spnegono	434	31	nj	kmer	single	spnegono kmer k31 n434	indiv_rows	161880031	1074445037	0.15066385475797958
spnegono	434	31	nj	kmer	single	spnegono kmer k31 n434	cylinder	146068032	1061608106	0.13759129303407938
spnegono	434	31	nj	unique	single	spnegono unique k31 n434	matrix	9988724	46887749	0.2130348377355458
spnegono	434	31	nj	unique	single	spnegono unique k31 n434	indiv_rows	10366433	47265458	0.21932365491941283
spnegono	434	31	nj	unique	single	spnegono unique k31 n434	cylinder	9990424	47069316	0.21224918586027466
spnegono	434	31	nj	unitig	single	spnegono unitig k31 n434	matrix	13994956	84119286	0.16637036125104532
spnegono	434	31	nj	unitig	single	spnegono unitig k31 n434	indiv_rows	14879147	85003477	0.17504162800305215
spnegono	434	31	nj	unitig	single	spnegono unitig k31 n434	cylinder	14105550	84437266	0.1670536087703266
spnegono	46	31	nj	kmer	single	spnegono kmer k31 n46	matrix	27733938	100877039	0.27492815287728656
spnegono	46	31	nj	kmer	single	spnegono kmer k31 n46	indiv_rows	44634744	117777845	0.3789740252082215
spnegono	46	31	nj	kmer	single	spnegono kmer k31 n46	cylinder	27791456	105044466	0.2645684923563703
spnegono	46	31	nj	unique	single	spnegono unique k31 n46	matrix	336125	588112	0.5715322931686482
spnegono	46	31	nj	unique	single	spnegono unique k31 n46	indiv_rows	377889	629876	0.5999418933250354
spnegono	46	31	nj	unique	single	spnegono unique k31 n46	cylinder	336664	590540	0.5700951671351644
spnegono	46	31	nj	unitig	single	spnegono unitig k31 n46	matrix	2444941	8714564	0.28055804053995126
spnegono	46	31	nj	unitig	single	spnegono unitig k31 n46	indiv_rows	3329132	9598755	0.34682956279225796
spnegono	46	31	nj	unitig	single	spnegono unitig k31 n46	cylinder	2449080	8735484	0.2803599663166918
spnegono	5	31	nj	kmer	single	spnegono kmer k31 n5	matrix	9526332	5698763	1.6716490929698251
spnegono	5	31	nj	kmer	single	spnegono kmer k31 n5	indiv_rows	26427138	22599569	1.1693646900965236
spnegono	5	31	nj	kmer	single	spnegono kmer k31 n5	cylinder	9945276	9939664	1.0005646066104448
spnegono	5	31	nj	unique	single	spnegono unique k31 n5	matrix	19	30	0.6333333333333333
spnegono	5	31	nj	unique	single	spnegono unique k31 n5	indiv_rows	33	44	0.75
spnegono	5	31	nj	unique	single	spnegono unique k31 n5	cylinder	28	38	0.7368421052631579
spnegono	5	31	nj	unitig	single	spnegono unitig k31 n5	matrix	772730	773207	0.9993830888752947
spnegono	5	31	nj	unitig	single	spnegono unitig k31 n5	indiv_rows	1656921	1657398	0.9997121994837691
spnegono	5	31	nj	unitig	single	spnegono unitig k31 n5	cylinder	796438	796526	0.9998895202416493
spnegono	679	31	nj	kmer	single	spnegono kmer k31 n679	matrix	191250351	1658512155	0.11531441022209452
spnegono	679	31	nj	kmer	single	spnegono kmer k31 n679	indiv_rows	208151157	1675412961	0.12423871716723577
spnegono	679	31	nj	kmer	single	spnegono kmer k31 n679	cylinder	192252068	1659569694	0.11584452806957561
spnegono	679	31	nj	unique	single	spnegono unique k31 n679	matrix	16256478	95408073	0.17038891457329822
spnegono	679	31	nj	unique	single	spnegono unique k31 n679	indiv_rows	16736079	95887674	0.17453837705980854
spnegono	679	31	nj	unique	single	spnegono unique k31 n679	cylinder	16257750	95505798	0.1702278850128031
spnegono	679	31	nj	unitig	single	spnegono unitig k31 n679	matrix	18672399	126653015	0.14742956573122243
spnegono	679	31	nj	unitig	single	spnegono unitig k31 n679	indiv_rows	19556590	127537206	0.1533402731121458
spnegono	679	31	nj	unitig	single	spnegono unitig k31 n679	cylinder	18776098	126668898	0.14822974144765988
spnegono	72	31	nj	kmer	single	spnegono kmer k31 n72	matrix	41795686	161335361	0.2590609134968248
spnegono	72	31	nj	kmer	single	spnegono kmer k31 n72	indiv_rows	58696492	178236167	0.32931863935336986
spnegono	72	31	nj	kmer	single	spnegono kmer k31 n72	cylinder	41853204	165451530	0.2529635356046571
spnegono	72	31	nj	unique	single	spnegono unique k31 n72	matrix	988843	2196748	0.4501394789024504
spnegono	72	31	nj	unique	single	spnegono unique k31 n72	indiv_rows	1085960	2293865	0.4734193163067574
spnegono	72	31	nj	unique	single	spnegono unique k31 n72	cylinder	989524	2231056	0.4435227085290553
spnegono	72	31	nj	unitig	single	spnegono unitig k31 n72	matrix	3842623	14152121	0.2715227632663683
spnegono	72	31	nj	unitig	single	spnegono unitig k31 n72	indiv_rows	4726814	15036312	0.31435993081282165
spnegono	72	31	nj	unitig	single	spnegono unitig k31 n72	cylinder	3846762	14174330	0.27138933551003824
spnegono	8	31	nj	kmer	single	spnegono kmer k31 n8	matrix	10396915	10586477	0.9820939487234516
spnegono	8	31	nj	kmer	single	spnegono kmer k31 n8	indiv_rows	27297721	27487283	0.9931036472393434
spnegono	8	31	nj	kmer	single	spnegono kmer k31 n8	cylinder	10427290	10999506	0.9479780273768659
spnegono	8	31	nj	unique	single	spnegono unique k31 n8	matrix	104	114	0.9122807017543859
spnegono	8	31	nj	unique	single	spnegono unique k31 n8	indiv_rows	146	156	0.9358974358974359
spnegono	8	31	nj	unique	single	spnegono unique k31 n8	cylinder	120	120	1
spnegono	8	31	nj	unitig	single	spnegono unitig k31 n8	matrix	826433	1351709	0.6113986072446066
spnegono	8	31	nj	unitig	single	spnegono unitig k31 n8	indiv_rows	1710624	2235900	0.7650717831745606
spnegono	8	31	nj	unitig	single	spnegono unitig k31 n8	cylinder	829064	1374884	0.6030065081854178
spnegono	1000	6	nj	kmer	single	spnegono kmer k6 n1000	matrix	0	0	NA
spnegono	1000	6	nj	kmer	single	spnegono kmer k6 n1000	indiv_rows	2080	2080	1
spnegono	1000	6	nj	kmer	single	spnegono kmer k6 n1000	cylinder	0	0	NA
spnegono	1000	6	nj	unique	single	spnegono unique k6 n1000	matrix	0	0	NA
spnegono	1000	6	nj	unique	single	spnegono unique k6 n1000	indiv_rows	1	1	1
spnegono	1000	6	nj	unique	single	spnegono unique k6 n1000	cylinder	0	0	NA
spnegono	1000	6	nj	unitig	single	spnegono unitig k6 n1000	matrix	0	0	NA
spnegono	1000	6	nj	unitig	single	spnegono unitig k6 n1000	indiv_rows	2080	2080	1
spnegono	1000	6	nj	unitig	single	spnegono unitig k6 n1000	cylinder	0	0	NA
spnegono	1000	9	nj	kmer	single	spnegono kmer k9 n1000	matrix	463937	5683300	0.08163162247285907
spnegono	1000	9	nj	kmer	single	spnegono kmer k9 n1000	indiv_rows	595003	5814366	0.10233325525087344
spnegono	1000	9	nj	kmer	single	spnegono kmer k9 n1000	cylinder	463960	5693156	0.08149434162703428
spnegono	1000	9	nj	unique	single	spnegono unique k9 n1000	matrix	424510	3489538	0.1216522072549432
spnegono	1000	9	nj	unique	single	spnegono unique k9 n1000	indiv_rows	437546	3502574	0.12492127218439925
spnegono	1000	9	nj	unique	single	spnegono unique k9 n1000	cylinder	424532	3490700	0.12161801357893832
spnegono	1000	9	nj	unitig	single	spnegono unitig k9 n1000	matrix	463937	5947389	0.07800683627723022
spnegono	1000	9	nj	unitig	single	spnegono unitig k9 n1000	indiv_rows	595003	6078455	0.0978872098255231
spnegono	1000	9	nj	unitig	single	spnegono unitig k9 n1000	cylinder	463960	5957408	0.07787950732936202
spnegono	1000	12	optimal	kmer	single	spnegono kmer k12 n1000	matrix	78368429	1327744519	0.05902372623539333
spnegono	1000	12	optimal	kmer	single	spnegono kmer k12 n1000	indiv_rows	83105882	1332481972	0.06236923556666326
spnegono	1000	12	optimal	kmer	single	spnegono kmer k12 n1000	cylinder	80680530	1327905600	0.06075773006755902
spnegono	1000	12	optimal	unique	single	spnegono unique k12 n1000	matrix	48649463	380551097	0.1278395027199199
spnegono	1000	12	optimal	unique	single	spnegono unique k12 n1000	indiv_rows	50116596	382018230	0.1311890168173388
spnegono	1000	12	optimal	unique	single	spnegono unique k12 n1000	cylinder	49270634	381169910	0.12926160409671372
spnegono	1000	12	optimal	unitig	single	spnegono unitig k12 n1000	matrix	74515904	1244683179	0.059867366456954424
spnegono	1000	12	optimal	unitig	single	spnegono unitig k12 n1000	indiv_rows	78934406	1249101681	0.06319293873402448
spnegono	1000	12	optimal	unitig	single	spnegono unitig k12 n1000	cylinder	76702226	1244781550	0.06161902544265699
spnegono	1000	13	optimal	kmer	single	spnegono kmer k13 n1000	matrix	115246743	1838122577	0.06269807271944519
spnegono	1000	13	optimal	kmer	single	spnegono kmer k13 n1000	indiv_rows	123241170	1846117004	0.06675696596313892
spnegono	1000	13	optimal	kmer	single	spnegono kmer k13 n1000	cylinder	118616196	1841498936	0.06441285068437314
spnegono	1000	13	optimal	unique	single	spnegono unique k13 n1000	matrix	42911852	335808999	0.12778648615071808
spnegono	1000	13	optimal	unique	single	spnegono unique k13 n1000	indiv_rows	44256599	337153746	0.13126533376852945
spnegono	1000	13	optimal	unique	single	spnegono unique k13 n1000	cylinder	43439308	336022380	0.12927504412057317
spnegono	1000	13	optimal	unitig	single	spnegono unitig k13 n1000	matrix	88919100	1450999234	0.06128128665848765
spnegono	1000	13	optimal	unitig	single	spnegono unitig k13 n1000	indiv_rows	94709009	1456789143	0.06501216010229423
spnegono	1000	13	optimal	unitig	single	spnegono unitig k13 n1000	cylinder	91449858	1453477304	0.06291798141486495
spnegono	1000	14	optimal	kmer	single	spnegono kmer k14 n1000	matrix	135306681	2083871547	0.06493043258582387
spnegono	1000	14	optimal	kmer	single	spnegono kmer k14 n1000	indiv_rows	145519747	2094084613	0.06949086302273498
spnegono	1000	14	optimal	kmer	single	spnegono kmer k14 n1000	cylinder	139180130	2087651518	0.06666827715256642
spnegono	1000	14	optimal	unique	single	spnegono unique k14 n1000	matrix	28975003	232090567	0.12484351852180188
spnegono	1000	14	optimal	unique	single	spnegono unique k14 n1000	indiv_rows	29901246	233016810	0.1283222699684199
spnegono	1000	14	optimal	unique	single	spnegono unique k14 n1000	cylinder	29338324	232098316	0.12640472583178933
spnegono	1000	14	optimal	unitig	single	spnegono unitig k14 n1000	matrix	67250630	1033832984	0.06504980111952009
spnegono	1000	14	optimal	unitig	single	spnegono unitig k14 n1000	indiv_rows	71738372	1038320726	0.06909076377234909
spnegono	1000	14	optimal	unitig	single	spnegono unitig k14 n1000	cylinder	69041544	1033931334	0.06677575360144758
spnegono	1000	15	optimal	kmer	single	spnegono kmer k15 n1000	matrix	145654402	2175267370	0.06695930992611726
spnegono	1000	15	optimal	kmer	single	spnegono kmer k15 n1000	indiv_rows	157040590	2186653558	0.07181777352221974
spnegono	1000	15	optimal	kmer	single	spnegono kmer k15 n1000	cylinder	149713962	2179242056	0.06870001502944563
spnegono	1000	15	optimal	unique	single	spnegono unique k15 n1000	matrix	20645802	172168945	0.11991594651404758
spnegono	1000	15	optimal	unique	single	spnegono unique k15 n1000	indiv_rows	21301000	172824143	0.12325245553221115
spnegono	1000	15	optimal	unique	single	spnegono unique k15 n1000	cylinder	20916684	172457998	0.12128567096087942
spnegono	1000	15	optimal	unitig	single	spnegono unitig k15 n1000	matrix	41461089	549402806	0.0754657394305336
spnegono	1000	15	optimal	unitig	single	spnegono unitig k15 n1000	indiv_rows	44093937	552035654	0.07987516146919017
spnegono	1000	15	optimal	unitig	single	spnegono unitig k15 n1000	cylinder	42463058	550446956	0.0771428700570378
spnegono	1000	18	optimal	kmer	single	spnegono kmer k18 n1000	matrix	161743148	2266908138	0.07134967019117913
spnegono	1000	18	optimal	kmer	single	spnegono kmer k18 n1000	indiv_rows	174559179	2279724169	0.07657030678258339
spnegono	1000	18	optimal	kmer	single	spnegono kmer k18 n1000	cylinder	165905240	2271036828	0.07305264183941275
spnegono	1000	18	optimal	unique	single	spnegono unique k18 n1000	matrix	16536124	145765455	0.11344336694863677
spnegono	1000	18	optimal	unique	single	spnegono unique k18 n1000	indiv_rows	17038641	146267972	0.11648921337338293
spnegono	1000	18	optimal	unique	single	spnegono unique k18 n1000	cylinder	16762070	146014114	0.1147976010045166
spnegono	1000	18	optimal	unitig	single	spnegono unitig k18 n1000	matrix	20399914	230076907	0.08866563040157699
spnegono	1000	18	optimal	unitig	single	spnegono unitig k18 n1000	indiv_rows	21389325	231066318	0.09256790511544828
spnegono	1000	18	optimal	unitig	single	spnegono unitig k18 n1000	cylinder	20782094	230485466	0.09016661380288508
spnegono	1000	23	optimal	kmer	single	spnegono kmer k23 n1000	matrix	182524638	2309513476	0.07903164016870193
spnegono	1000	23	optimal	kmer	single	spnegono kmer k23 n1000	indiv_rows	196949342	2323938180	0.08474809859184808
spnegono	1000	23	optimal	kmer	single	spnegono kmer k23 n1000	cylinder	186655298	2313696180	0.0806740745018648
spnegono	1000	23	optimal	unique	single	spnegono unique k23 n1000	matrix	17671545	150461110	0.11744925316581807
spnegono	1000	23	optimal	unique	single	spnegono unique k23 n1000	indiv_rows	18197107	150986672	0.120521280182929
spnegono	1000	23	optimal	unique	single	spnegono unique k23 n1000	cylinder	17902772	150476242	0.11897407698419263
spnegono	1000	23	optimal	unitig	single	spnegono unitig k23 n1000	matrix	20312056	206468605	0.098378424167684
spnegono	1000	23	optimal	unitig	single	spnegono unitig k23 n1000	indiv_rows	21212383	207368932	0.10229296546697747
spnegono	1000	23	optimal	unitig	single	spnegono unitig k23 n1000	cylinder	20645280	206470610	0.09999137407498336
spnegono	1000	31	optimal	kmer	single	spnegono kmer k31 n1000	matrix	212327610	2504624187	0.08477423922601447
spnegono	1000	31	optimal	kmer	single	spnegono kmer k31 n1000	indiv_rows	229228416	2521524993	0.09090864323627983
spnegono	1000	31	optimal	kmer	single	spnegono kmer k31 n1000	cylinder	216475440	2508712774	0.08628944781703415
spnegono	1000	31	optimal	unique	single	spnegono unique k31 n1000	matrix	18783401	154501373	0.12157433060481605
spnegono	1000	31	optimal	unique	single	spnegono unique k31 n1000	indiv_rows	19332370	155050342	0.1246844718343156
spnegono	1000	31	optimal	unique	single	spnegono unique k31 n1000	cylinder	19013230	154755192	0.12286004594921765
spnegono	1000	31	optimal	unitig	single	spnegono unitig k31 n1000	matrix	20972720	183992409	0.11398687649119263
spnegono	1000	31	optimal	unitig	single	spnegono unitig k31 n1000	indiv_rows	21856911	184876600	0.11822432368401409
spnegono	1000	31	optimal	unitig	single	spnegono unitig k31 n1000	cylinder	21275638	184316232	0.11543008322782987
spnegono	113	31	optimal	kmer	single	spnegono kmer k31 n113	matrix	51423279	263500993	0.19515402357515974
spnegono	113	31	optimal	kmer	single	spnegono kmer k31 n113	indiv_rows	68324085	280401799	0.2436649309799899
spnegono	113	31	optimal	kmer	single	spnegono kmer k31 n113	cylinder	55588994	263790446	0.21073164264637545
spnegono	113	31	optimal	unique	single	spnegono unique k31 n113	matrix	1713434	5440972	0.31491321771183534
spnegono	113	31	optimal	unique	single	spnegono unique k31 n113	indiv_rows	1861259	5588797	0.33303392483212396
spnegono	113	31	optimal	unique	single	spnegono unique k31 n113	cylinder	1783112	5508350	0.323710730073434
spnegono	113	31	optimal	unitig	single	spnegono unitig k31 n113	matrix	4917058	22199768	0.22149141378414405
spnegono	113	31	optimal	unitig	single	spnegono unitig k31 n113	indiv_rows	5801249	23083959	0.251310834506334
spnegono	113	31	optimal	unitig	single	spnegono unitig k31 n113	cylinder	5242364	22199956	0.23614299055367496
spnegono	12	31	optimal	kmer	single	spnegono kmer k31 n12	matrix	8892004	20526049	0.43320582543674135
spnegono	12	31	optimal	kmer	single	spnegono kmer k31 n12	indiv_rows	25792810	37426855	0.6891524815536865
spnegono	12	31	optimal	kmer	single	spnegono kmer k31 n12	cylinder	13094266	20936746	0.625420301703044
spnegono	12	31	optimal	unique	single	spnegono unique k31 n12	matrix	540	771	0.7003891050583657
spnegono	12	31	optimal	unique	single	spnegono unique k31 n12	indiv_rows	706	937	0.7534685165421559
spnegono	12	31	optimal	unique	single	spnegono unique k31 n12	cylinder	626	790	0.7924050632911392
spnegono	12	31	optimal	unitig	single	spnegono unitig k31 n12	matrix	749845	2332837	0.32143051571970094
spnegono	12	31	optimal	unitig	single	spnegono unitig k31 n12	indiv_rows	1634036	3217028	0.5079334093455201
spnegono	12	31	optimal	unitig	single	spnegono unitig k31 n12	cylinder	1070152	2656246	0.4028813596331063
spnegono	177	31	optimal	kmer	single	spnegono kmer k31 n177	matrix	70573724	433684655	0.16273050749282333
spnegono	177	31	optimal	kmer	single	spnegono kmer k31 n177	indiv_rows	87474530	450585461	0.194135269713019
spnegono	177	31	optimal	kmer	single	spnegono kmer k31 n177	cylinder	74821140	434857734	0.17205889225371349
spnegono	177	31	optimal	unique	single	spnegono unique k31 n177	matrix	4061910	13323383	0.3048707674319653
spnegono	177	31	optimal	unique	single	spnegono unique k31 n177	indiv_rows	4311371	13572844	0.3176468395275154
spnegono	177	31	optimal	unique	single	spnegono unique k31 n177	cylinder	4179946	13385420	0.3122760436355378
spnegono	177	31	optimal	unitig	single	spnegono unitig k31 n177	matrix	6832468	33729147	0.20256865671699317
spnegono	177	31	optimal	unitig	single	spnegono unitig k31 n177	indiv_rows	7716659	34613338	0.22293888558219954
spnegono	177	31	optimal	unitig	single	spnegono unitig k31 n177	cylinder	7160422	33830680	0.21165468740208593
spnegono	19	31	optimal	kmer	single	spnegono kmer k31 n19	matrix	12001650	48658096	0.24665268447824182
spnegono	19	31	optimal	kmer	single	spnegono kmer k31 n19	indiv_rows	28902456	65558902	0.44086241712834057
spnegono	19	31	optimal	kmer	single	spnegono kmer k31 n19	cylinder	16203912	52815516	0.30680211474219055
spnegono	19	31	optimal	unique	single	spnegono unique k31 n19	matrix	4464	7915	0.5639924194567277
spnegono	19	31	optimal	unique	single	spnegono unique k31 n19	indiv_rows	5455	8906	0.6125084212890186
spnegono	19	31	optimal	unique	single	spnegono unique k31 n19	cylinder	4988	8376	0.5955109837631327
spnegono	19	31	optimal	unitig	single	spnegono unitig k31 n19	matrix	1054849	3246064	0.3249624776344521
spnegono	19	31	optimal	unitig	single	spnegono unitig k31 n19	indiv_rows	1939040	4130255	0.46947222386995474
spnegono	19	31	optimal	unitig	single	spnegono unitig k31 n19	cylinder	1375156	3568092	0.3854037395896743
spnegono	1	31	optimal	kmer	single	spnegono kmer k31 n1	matrix	1	1	1
spnegono	1	31	optimal	kmer	single	spnegono kmer k31 n1	indiv_rows	16900806	16900806	1
spnegono	1	31	optimal	kmer	single	spnegono kmer k31 n1	cylinder	1	1	1
spnegono	1	31	optimal	unique	single	spnegono unique k31 n1	matrix	1	1	1
spnegono	1	31	optimal	unique	single	spnegono unique k31 n1	indiv_rows	1	1	1
spnegono	1	31	optimal	unique	single	spnegono unique k31 n1	cylinder	1	1	1
spnegono	1	31	optimal	unitig	single	spnegono unitig k31 n1	matrix	1	1	1
spnegono	1	31	optimal	unitig	single	spnegono unitig k31 n1	indiv_rows	884191	884191	1
spnegono	1	31	optimal	unitig	single	spnegono unitig k31 n1	cylinder	1	1	1
spnegono	277	31	optimal	kmer	single	spnegono kmer k31 n277	matrix	100674750	610723240	0.1648451269023265
spnegono	277	31	optimal	kmer	single	spnegono kmer k31 n277	indiv_rows	117575556	627624046	0.18733437118819377
spnegono	277	31	optimal	kmer	single	spnegono kmer k31 n277	cylinder	104962920	614933268	0.170689935741125
spnegono	277	31	optimal	unique	single	spnegono unique k31 n277	matrix	6092443	25392001	0.2399355214266099
spnegono	277	31	optimal	unique	single	spnegono unique k31 n277	indiv_rows	6404210	25703768	0.24915452084690462
spnegono	277	31	optimal	unique	single	spnegono unique k31 n277	cylinder	6237628	25462936	0.24496892267254647
spnegono	277	31	optimal	unitig	single	spnegono unitig k31 n277	matrix	9769153	54689456	0.17862955155377666
spnegono	277	31	optimal	unitig	single	spnegono unitig k31 n277	indiv_rows	10653344	55573647	0.19169776638916644
spnegono	277	31	optimal	unitig	single	spnegono unitig k31 n277	cylinder	10094850	54795348	0.1842282304694917
spnegono	29	31	optimal	kmer	single	spnegono kmer k31 n29	matrix	17794830	59438508	0.2993821783009762
spnegono	29	31	optimal	kmer	single	spnegono kmer k31 n29	indiv_rows	34695636	76339314	0.4544923733530013
spnegono	29	31	optimal	kmer	single	spnegono kmer k31 n29	cylinder	21992192	59741864	0.36812028496466065
spnegono	29	31	optimal	unique	single	spnegono unique k31 n29	matrix	16331	32338	0.5050095862452841
spnegono	29	31	optimal	unique	single	spnegono unique k31 n29	indiv_rows	19450	35457	0.5485517669289562
spnegono	29	31	optimal	unique	single	spnegono unique k31 n29	cylinder	17874	33892	0.5273810928832763
spnegono	29	31	optimal	unitig	single	spnegono unitig k31 n29	matrix	1608039	4729517	0.3400006808306218
spnegono	29	31	optimal	unitig	single	spnegono unitig k31 n29	indiv_rows	2492230	5613708	0.4439543346394219
spnegono	29	31	optimal	unitig	single	spnegono unitig k31 n29	cylinder	1937776	4747426	0.4081740294635451
spnegono	2	31	optimal	kmer	single	spnegono kmer k31 n2	matrix	32069	32069	1
spnegono	2	31	optimal	kmer	single	spnegono kmer k31 n2	indiv_rows	16932875	16932875	1
spnegono	2	31	optimal	kmer	single	spnegono kmer k31 n2	cylinder	64138	64138	1
spnegono	2	31	optimal	unique	single	spnegono unique k31 n2	matrix	2	2	1
spnegono	2	31	optimal	unique	single	spnegono unique k31 n2	indiv_rows	8	8	1
spnegono	2	31	optimal	unique	single	spnegono unique k31 n2	cylinder	4	4	1
spnegono	2	31	optimal	unitig	single	spnegono unitig k31 n2	matrix	2913	2913	1
spnegono	2	31	optimal	unitig	single	spnegono unitig k31 n2	indiv_rows	887104	887104	1
spnegono	2	31	optimal	unitig	single	spnegono unitig k31 n2	cylinder	5826	5826	1
spnegono	3	31	optimal	kmer	single	spnegono kmer k31 n3	matrix	442766	829641	0.5336838463865696
spnegono	3	31	optimal	kmer	single	spnegono kmer k31 n3	indiv_rows	17343572	17730447	0.9781801891401836
spnegono	3	31	optimal	kmer	single	spnegono kmer k31 n3	cylinder	861710	861710	1
spnegono	3	31	optimal	unique	single	spnegono unique k31 n3	matrix	8	12	0.6666666666666666
spnegono	3	31	optimal	unique	single	spnegono unique k31 n3	indiv_rows	16	20	0.8
spnegono	3	31	optimal	unique	single	spnegono unique k31 n3	cylinder	14	14	1
spnegono	3	31	optimal	unitig	single	spnegono unitig k31 n3	matrix	26232	26232	1
spnegono	3	31	optimal	unitig	single	spnegono unitig k31 n3	indiv_rows	910423	910423	1
spnegono	3	31	optimal	unitig	single	spnegono unitig k31 n3	cylinder	49940	49940	1
spnegono	434	31	optimal	kmer	single	spnegono kmer k31 n434	matrix	132772135	1057544231	0.12554759518138775
spnegono	434	31	optimal	kmer	single	spnegono kmer k31 n434	indiv_rows	149672941	1074445037	0.1393025569906374
spnegono	434	31	optimal	kmer	single	spnegono kmer k31 n434	cylinder	137054132	1061608106	0.12910049501826243
spnegono	434	31	optimal	unique	single	spnegono unique k31 n434	matrix	8799307	46887749	0.1876675077747921
spnegono	434	31	optimal	unique	single	spnegono unique k31 n434	indiv_rows	9177016	47265458	0.1941590410485391
spnegono	434	31	optimal	unique	single	spnegono unique k31 n434	cylinder	8957420	47069316	0.1903027441486509
spnegono	434	31	optimal	unitig	single	spnegono unitig k31 n434	matrix	12959254	84119286	0.1540580598841507
spnegono	434	31	optimal	unitig	single	spnegono unitig k31 n434	indiv_rows	13843445	85003477	0.1628573969980075
spnegono	434	31	optimal	unitig	single	spnegono unitig k31 n434	cylinder	13267948	84437266	0.1571337944551639
spnegono	46	31	optimal	kmer	single	spnegono kmer k31 n46	matrix	22052449	100877039	0.2186072194287939
spnegono	46	31	optimal	kmer	single	spnegono kmer k31 n46	indiv_rows	38953255	117777845	0.3307349951937056
spnegono	46	31	optimal	kmer	single	spnegono kmer k31 n46	cylinder	26262674	105044466	0.2500148270542877
spnegono	46	31	optimal	unique	single	spnegono unique k31 n46	matrix	309394	588112	0.5260800663819136
spnegono	46	31	optimal	unique	single	spnegono unique k31 n46	indiv_rows	351158	629876	0.5575033816179692
spnegono	46	31	optimal	unique	single	spnegono unique k31 n46	cylinder	330346	590540	0.5593964845734413
spnegono	46	31	optimal	unitig	single	spnegono unitig k31 n46	matrix	1990379	8714564	0.22839685381850428
spnegono	46	31	optimal	unitig	single	spnegono unitig k31 n46	indiv_rows	2874570	9598755	0.29947321293230217
spnegono	46	31	optimal	unitig	single	spnegono unitig k31 n46	cylinder	2311842	8735484	0.2646495603449105
