genome	count	k	order	type	tree_k	dataset	runs_type	n_runs	baseline	rel
diverse	1000	14	worst	unique	single	diverse unique k14 n1000	cylinder	7039058020	6701774438	1.0503275043229678
diverse	1000	14	worst	unitig	single	diverse unitig k14 n1000	matrix	7068938523	6743123884	1.0483180562310428
diverse	1000	14	worst	unitig	single	diverse unitig k14 n1000	indiv_rows	7201844666	6876030027	1.0473841210292318
diverse	1000	14	worst	unitig	single	diverse unitig k14 n1000	cylinder	7069523386	6748284284	1.0476030778314496
diverse	1000	15	worst	unique	single	diverse unique k15 n1000	matrix	6926202444	6755527137	1.0252645431716516
diverse	1000	15	worst	unique	single	diverse unique k15 n1000	indiv_rows	7200002358	7029327051	1.0242804618083206
diverse	1000	15	worst	unique	single	diverse unique k15 n1000	cylinder	6926740734	6762426992	1.0242980430242552
diverse	1000	18	worst	unique	single	diverse unique k18 n1000	matrix	1059181281	1045568789	1.0130192218275942
diverse	1000	18	worst	unique	single	diverse unique k18 n1000	indiv_rows	1128343059	1114730567	1.012211463830793
diverse	1000	18	worst	unique	single	diverse unique k18 n1000	cylinder	1059224850	1047171508	1.0115103800169476
diverse	1000	23	worst	kmer	single	diverse kmer k23 n1000	matrix	8282125180	8258250417	1.0028910195010377
diverse	1000	23	worst	kmer	single	diverse kmer k23 n1000	indiv_rows	11160879289	11137004526	1.002143732899117
diverse	1000	23	worst	kmer	single	diverse kmer k23 n1000	cylinder	8282720030	8271378602	1.0013711653819422
diverse	1000	23	worst	unique	single	diverse unique k23 n1000	matrix	86970158	85213423	1.0206157074572628
diverse	1000	23	worst	unique	single	diverse unique k23 n1000	indiv_rows	91542135	89785400	1.0195659316548125
diverse	1000	23	worst	unique	single	diverse unique k23 n1000	cylinder	86971634	85439672	1.0179303356876184
diverse	1000	23	worst	unitig	single	diverse unitig k23 n1000	matrix	437436237	432198455	1.0121189280975103
diverse	1000	23	worst	unitig	single	diverse unitig k23 n1000	indiv_rows	516092850	510855068	1.0102529706135752
diverse	1000	23	worst	unitig	single	diverse unitig k23 n1000	cylinder	437444180	433438192	1.009242351213942
diverse	1000	31	worst	kmer	single	diverse kmer k31 n1000	matrix	8297459205	8282808934	1.0017687563623328
diverse	1000	31	worst	kmer	single	diverse kmer k31 n1000	indiv_rows	11306526948	11291876677	1.0012974168439017
diverse	1000	31	worst	kmer	single	diverse kmer k31 n1000	cylinder	8298054458	8288036652	1.001208706768639
diverse	1000	31	worst	unique	single	diverse unique k31 n1000	matrix	27765227	27309447	1.0166894628075038
diverse	1000	31	worst	unique	single	diverse unique k31 n1000	indiv_rows	29216431	28760651	1.0158473464317619
diverse	1000	31	worst	unique	single	diverse unique k31 n1000	cylinder	27765464	27312298	1.016592012872736
diverse	1000	31	worst	unitig	single	diverse unitig k31 n1000	matrix	194559852	193892728	1.0034406860271727
diverse	1000	31	worst	unitig	single	diverse unitig k31 n1000	indiv_rows	228919969	228252845	1.0029227412258541
diverse	1000	31	worst	unitig	single	diverse unitig k31 n1000	cylinder	194561026	194032992	1.0027213619424062
diverse	113	31	worst	kmer	single	diverse kmer k31 n113	matrix	942606577	932127838	1.0112417402128913
diverse	113	31	worst	kmer	single	diverse kmer k31 n113	indiv_rows	3951674320	3941195581	1.0026587716302424
diverse	113	31	worst	kmer	single	diverse kmer k31 n113	cylinder	944660046	943966590	1.000734619219945
diverse	113	31	worst	unique	single	diverse unique k31 n113	matrix	109403	98837	1.106903285206957
diverse	113	31	worst	unique	single	diverse unique k31 n113	indiv_rows	119135	108569	1.0973205979607439
diverse	113	31	worst	unique	single	diverse unique k31 n113	cylinder	109416	99986	1.0943132038485388
diverse	113	31	worst	unitig	single	diverse unitig k31 n113	matrix	23087305	21756404	1.0611728390408635
diverse	113	31	worst	unitig	single	diverse unitig k31 n113	indiv_rows	57447422	56116521	1.0237167411001833
diverse	113	31	worst	unitig	single	diverse unitig k31 n113	cylinder	23091540	22375004	1.0320239495823107
diverse	12	31	worst	kmer	single	diverse kmer k31 n12	matrix	110167025	92958374	1.185122117131696
diverse	12	31	worst	kmer	single	diverse kmer k31 n12	indiv_rows	3119234768	3102026117	1.005547551938938
diverse	12	31	worst	kmer	single	diverse kmer k31 n12	cylinder	114727510	105003890	1.092602474060723
diverse	12	31	worst	unique	single	diverse unique k31 n12	matrix	775	686	1.129737609329446
diverse	12	31	worst	unique	single	diverse unique k31 n12	indiv_rows	931	842	1.1057007125890737
diverse	12	31	worst	unique	single	diverse unique k31 n12	cylinder	828	744	1.1129032258064515
diverse	12	31	worst	unitig	single	diverse unitig k31 n12	matrix	2908815	2724566	1.0676250823066866
diverse	12	31	worst	unitig	single	diverse unitig k31 n12	indiv_rows	37268932	37084683	1.0049683315346123
diverse	12	31	worst	unitig	single	diverse unitig k31 n12	cylinder	2928962	2926154	1.0009596214006509
diverse	177	31	worst	kmer	single	diverse kmer k31 n177	matrix	1529996431	1520638717	1.00615380490802
diverse	177	31	worst	kmer	single	diverse kmer k31 n177	indiv_rows	4539064174	4529706460	1.002065854395342
diverse	177	31	worst	kmer	single	diverse kmer k31 n177	cylinder	1532049900	1528814080	1.0021165555984415
diverse	177	31	worst	unique	single	diverse unique k31 n177	matrix	354485	334379	1.0601293741532811
diverse	177	31	worst	unique	single	diverse unique k31 n177	indiv_rows	384650	364544	1.0551538360252808
diverse	177	31	worst	unique	single	diverse unique k31 n177	cylinder	354508	335112	1.0578791568192127
diverse	177	31	worst	unitig	single	diverse unitig k31 n177	matrix	38869003	38604938	1.0068401871283927
diverse	177	31	worst	unitig	single	diverse unitig k31 n177	indiv_rows	73229120	72965055	1.0036190612067653
diverse	177	31	worst	unitig	single	diverse unitig k31 n177	cylinder	38872442	38781848	1.0023359897651087
diverse	19	31	worst	kmer	single	diverse kmer k31 n19	matrix	160272096	155049085	1.0336861775095287
diverse	19	31	worst	kmer	single	diverse kmer k31 n19	indiv_rows	3169339839	3164116828	1.0016507010593858
diverse	19	31	worst	kmer	single	diverse kmer k31 n19	cylinder	162422622	162408354	1.0000878526236403
diverse	19	31	worst	unique	single	diverse unique k31 n19	matrix	3781	2494	1.516038492381716
diverse	19	31	worst	unique	single	diverse unique k31 n19	indiv_rows	4215	2928	1.4395491803278688
diverse	19	31	worst	unique	single	diverse unique k31 n19	cylinder	3798	2602	1.4596464258262876
diverse	19	31	worst	unitig	single	diverse unitig k31 n19	matrix	4435332	4079792	1.0871465996305694
diverse	19	31	worst	unitig	single	diverse unitig k31 n19	indiv_rows	38795449	38439909	1.0092492414589223
diverse	19	31	worst	unitig	single	diverse unitig k31 n19	cylinder	4451278	4448658	1.0005889416538651
diverse	1	31	worst	kmer	single	diverse kmer k31 n1	matrix	1	1	1
diverse	1	31	worst	kmer	single	diverse kmer k31 n1	indiv_rows	3009067743	3009067743	1
diverse	1	31	worst	kmer	single	diverse kmer k31 n1	cylinder	1	1	1
diverse	1	31	worst	unique	single	diverse unique k31 n1	matrix	1	1	1
diverse	1	31	worst	unique	single	diverse unique k31 n1	indiv_rows	1	1	1
diverse	1	31	worst	unique	single	diverse unique k31 n1	cylinder	1	1	1
diverse	1	31	worst	unitig	single	diverse unitig k31 n1	matrix	1	1	1
diverse	1	31	worst	unitig	single	diverse unitig k31 n1	indiv_rows	34360117	34360117	1
diverse	1	31	worst	unitig	single	diverse unitig k31 n1	cylinder	1	1	1
diverse	277	31	worst	kmer	single	diverse kmer k31 n277	matrix	2318386000	2314179012	1.0018179181377866
diverse	277	31	worst	kmer	single	diverse kmer k31 n277	indiv_rows	5327453743	5323246755	1.0007903049010547
diverse	277	31	worst	kmer	single	diverse kmer k31 n277	cylinder	2319471328	2318535114	1.0004037954803215
diverse	277	31	worst	unique	single	diverse unique k31 n277	matrix	1028013	992259	1.0360329309182381
diverse	277	31	worst	unique	single	diverse unique k31 n277	indiv_rows	1107001	1071247	1.0333760561289786
diverse	277	31	worst	unique	single	diverse unique k31 n277	cylinder	1028208	993618	1.0348121712770904
diverse	277	31	worst	unitig	single	diverse unitig k31 n277	matrix	56399389	56132627	1.0047523519610084
diverse	277	31	worst	unitig	single	diverse unitig k31 n277	indiv_rows	90759506	90492744	1.0029478827606333
diverse	277	31	worst	unitig	single	diverse unitig k31 n277	cylinder	56401496	56316562	1.0015081531432974
diverse	29	31	worst	kmer	single	diverse kmer k31 n29	matrix	249693038	246068942	1.0147279700174434
diverse	29	31	worst	kmer	single	diverse kmer k31 n29	indiv_rows	3258760781	3255136685	1.0011133467963726
diverse	29	31	worst	kmer	single	diverse kmer k31 n29	cylinder	251843564	251823682	1.0000789520661524
diverse	29	31	worst	unique	single	diverse unique k31 n29	matrix	7772	6011	1.2929629013475294
diverse	29	31	worst	unique	single	diverse unique k31 n29	indiv_rows	8676	6915	1.2546637744034708
diverse	29	31	worst	unique	single	diverse unique k31 n29	cylinder	7860	6178	1.2722563936549045
diverse	29	31	worst	unitig	single	diverse unitig k31 n29	matrix	6740518	6682381	1.008700042694363
diverse	29	31	worst	unitig	single	diverse unitig k31 n29	indiv_rows	41100635	41042498	1.0014165073480663
diverse	29	31	worst	unitig	single	diverse unitig k31 n29	cylinder	6751358	6748192	1.000469162703136
diverse	2	31	worst	kmer	single	diverse kmer k31 n2	matrix	17210104	8605052	2
diverse	2	31	worst	kmer	single	diverse kmer k31 n2	indiv_rows	3026277847	3017672795	1.0028515523665316
diverse	2	31	worst	kmer	single	diverse kmer k31 n2	cylinder	17210104	17210104	1
diverse	2	31	worst	unique	single	diverse unique k31 n2	matrix	12	6	2
diverse	2	31	worst	unique	single	diverse unique k31 n2	indiv_rows	19	13	1.4615384615384615
diverse	2	31	worst	unique	single	diverse unique k31 n2	cylinder	12	12	1
diverse	2	31	worst	unitig	single	diverse unitig k31 n2	matrix	185568	92784	2
diverse	2	31	worst	unitig	single	diverse unitig k31 n2	indiv_rows	34545685	34452901	1.0026930678493517
diverse	2	31	worst	unitig	single	diverse unitig k31 n2	cylinder	185568	185568	1
diverse	3	31	worst	kmer	single	diverse kmer k31 n3	matrix	17189453	13665937	1.2578320096163182
diverse	3	31	worst	kmer	single	diverse kmer k31 n3	indiv_rows	3026257196	3022733680	1.0011656719952913
diverse	3	31	worst	kmer	single	diverse kmer k31 n3	cylinder	22250338	22250338	1
diverse	3	31	worst	unique	single	diverse unique k31 n3	matrix	12	10	1.2
diverse	3	31	worst	unique	single	diverse unique k31 n3	indiv_rows	21	19	1.105263157894737
diverse	3	31	worst	unique	single	diverse unique k31 n3	cylinder	16	16	1
diverse	3	31	worst	unitig	single	diverse unitig k31 n3	matrix	158595	158595	1
diverse	3	31	worst	unitig	single	diverse unitig k31 n3	indiv_rows	34518712	34518712	1
diverse	3	31	worst	unitig	single	diverse unitig k31 n3	cylinder	202604	202604	1
diverse	434	31	worst	kmer	single	diverse kmer k31 n434	matrix	3587485469	3571990337	1.0043379546242037
diverse	434	31	worst	kmer	single	diverse kmer k31 n434	indiv_rows	6596553212	6581058080	1.0023545046725981
diverse	434	31	worst	kmer	single	diverse kmer k31 n434	cylinder	3588080722	3583167284	1.001371255543089
diverse	434	31	worst	unique	single	diverse unique k31 n434	matrix	3357635	3228886	1.0398741237690028
diverse	434	31	worst	unique	single	diverse unique k31 n434	indiv_rows	3579099	3450350	1.037314765168751
diverse	434	31	worst	unique	single	diverse unique k31 n434	cylinder	3357880	3232374	1.0388278089107263
diverse	434	31	worst	unitig	single	diverse unitig k31 n434	matrix	83655042	82810995	1.010192450893749
diverse	434	31	worst	unitig	single	diverse unitig k31 n434	indiv_rows	118015159	117171112	1.0072035417740168
diverse	434	31	worst	unitig	single	diverse unitig k31 n434	cylinder	83656866	82825030	1.0100432924684724
diverse	46	31	worst	kmer	single	diverse kmer k31 n46	matrix	369124422	360261038	1.024602671577269
diverse	46	31	worst	kmer	single	diverse kmer k31 n46	indiv_rows	3378192165	3369328781	1.0026306082238046
diverse	46	31	worst	kmer	single	diverse kmer k31 n46	cylinder	371227980	371210732	1.000046464173886
diverse	46	31	worst	unique	single	diverse unique k31 n46	matrix	18483	15841	1.1667824001010036
diverse	46	31	worst	unique	single	diverse unique k31 n46	indiv_rows	20445	17803	1.1484019547267315
diverse	46	31	worst	unique	single	diverse unique k31 n46	cylinder	18488	16204	1.1409528511478648
diverse	46	31	worst	unitig	single	diverse unitig k31 n46	matrix	9451572	9126312	1.035639807186079
diverse	46	31	worst	unitig	single	diverse unitig k31 n46	indiv_rows	43811689	43486429	1.0074795748347145
diverse	46	31	worst	unitig	single	diverse unitig k31 n46	cylinder	9456284	9443434	1.0013607338178039
diverse	5	31	worst	kmer	single	diverse kmer k31 n5	matrix	43606441	37090911	1.1756637899780893
diverse	5	31	worst	kmer	single	diverse kmer k31 n5	indiv_rows	3052674184	3046158654	1.002138933240212
diverse	5	31	worst	kmer	single	diverse kmer k31 n5	cylinder	48667326	48667326	1
diverse	5	31	worst	unique	single	diverse unique k31 n5	matrix	53	53	1
diverse	5	31	worst	unique	single	diverse unique k31 n5	indiv_rows	78	78	1
diverse	5	31	worst	unique	single	diverse unique k31 n5	cylinder	64	64	1
diverse	5	31	worst	unitig	single	diverse unitig k31 n5	matrix	1175017	524794	2.2390061624180153
diverse	5	31	worst	unitig	single	diverse unitig k31 n5	indiv_rows	35535134	34884911	1.0186390901212274
diverse	5	31	worst	unitig	single	diverse unitig k31 n5	cylinder	1219026	703946	1.7317038522841242
diverse	679	31	worst	kmer	single	diverse kmer k31 n679	matrix	5649244019	5632155631	1.003034075959468
diverse	679	31	worst	kmer	single	diverse kmer k31 n679	indiv_rows	8658311762	8641223374	1.0019775426765862
diverse	679	31	worst	kmer	single	diverse kmer k31 n679	cylinder	5649839272	5641166330	1.0015374377376318
diverse	679	31	worst	unique	single	diverse unique k31 n679	matrix	10437719	10060827	1.0374613339440186
diverse	679	31	worst	unique	single	diverse unique k31 n679	indiv_rows	11067556	10690664	1.03525431161245
diverse	679	31	worst	unique	single	diverse unique k31 n679	cylinder	10438042	10083674	1.0351427465822478
diverse	679	31	worst	unitig	single	diverse unitig k31 n679	matrix	132949381	131601293	1.01024372914026
diverse	679	31	worst	unitig	single	diverse unitig k31 n679	indiv_rows	167309498	165961410	1.008122900377865
diverse	679	31	worst	unitig	single	diverse unitig k31 n679	cylinder	132950728	132215698	1.0055593247331343
diverse	72	31	worst	kmer	single	diverse kmer k31 n72	matrix	590321370	582805566	1.0128959029193623
diverse	72	31	worst	kmer	single	diverse kmer k31 n72	indiv_rows	3599389113	3591873309	1.0020924468525012
diverse	72	31	worst	kmer	single	diverse kmer k31 n72	cylinder	592424928	590825038	1.0027078913334746
diverse	72	31	worst	unique	single	diverse unique k31 n72	matrix	44077	39119	1.1267414811217056
diverse	72	31	worst	unique	single	diverse unique k31 n72	indiv_rows	48189	43231	1.1146862205361894
diverse	72	31	worst	unique	single	diverse unique k31 n72	cylinder	44086	39638	1.112215550734144
diverse	72	31	worst	unitig	single	diverse unitig k31 n72	matrix	16041702	15961658	1.0050147672628997
diverse	72	31	worst	unitig	single	diverse unitig k31 n72	indiv_rows	50401819	50321775	1.0015906434143071
diverse	72	31	worst	unitig	single	diverse unitig k31 n72	cylinder	16046414	16040196	1.000387651123465
diverse	8	31	worst	kmer	single	diverse kmer k31 n8	matrix	65438869	61371695	1.0662711694698999
diverse	8	31	worst	kmer	single	diverse kmer k31 n8	indiv_rows	3074506612	3070439438	1.0013246227721233
diverse	8	31	worst	kmer	single	diverse kmer k31 n8	cylinder	69999354	69996566	1.0000398305254004
diverse	8	31	worst	unique	single	diverse unique k31 n8	matrix	204	181	1.12707182320442
diverse	8	31	worst	unique	single	diverse unique k31 n8	indiv_rows	264	241	1.095435684647303
diverse	8	31	worst	unique	single	diverse unique k31 n8	cylinder	230	212	1.0849056603773586
diverse	8	31	worst	unitig	single	diverse unitig k31 n8	matrix	1497607	1375517	1.0887593537557152
diverse	8	31	worst	unitig	single	diverse unitig k31 n8	indiv_rows	35857724	35735634	1.003416477793566
diverse	8	31	worst	unitig	single	diverse unitig k31 n8	cylinder	1517754	1516394	1.0008968645352065
diverse	1000	6	worst	kmer	single	diverse kmer k6 n1000	matrix	102	102	1
diverse	1000	6	worst	kmer	single	diverse kmer k6 n1000	indiv_rows	2182	2182	1
diverse	1000	6	worst	kmer	single	diverse kmer k6 n1000	cylinder	102	102	1
diverse	1000	6	worst	unique	single	diverse unique k6 n1000	matrix	88	86	1.0232558139534884
diverse	1000	6	worst	unique	single	diverse unique k6 n1000	indiv_rows	108	106	1.0188679245283019
diverse	1000	6	worst	unique	single	diverse unique k6 n1000	cylinder	88	86	1.0232558139534884
diverse	1000	6	worst	unitig	single	diverse unitig k6 n1000	matrix	102	102	1
diverse	1000	6	worst	unitig	single	diverse unitig k6 n1000	indiv_rows	2182	2182	1
diverse	1000	6	worst	unitig	single	diverse unitig k6 n1000	cylinder	102	102	1
diverse	1000	8	worst	kmer	single	diverse kmer k8 n1000	matrix	408272	397085	1.0281728093481244
diverse	1000	8	worst	kmer	single	diverse kmer k8 n1000	indiv_rows	441168	429981	1.0260174286770811
diverse	1000	8	worst	kmer	single	diverse kmer k8 n1000	cylinder	408272	397108	1.0281132588615691
diverse	1000	8	worst	unique	single	diverse unique k8 n1000	matrix	386014	374012	1.032089879469108
diverse	1000	8	worst	unique	single	diverse unique k8 n1000	indiv_rows	400563	388561	1.0308883289882411
diverse	1000	8	worst	unique	single	diverse unique k8 n1000	cylinder	386014	376012	1.026600214886759
diverse	1000	8	worst	unitig	single	diverse unitig k8 n1000	matrix	408272	394160	1.0358027197077329
diverse	1000	8	worst	unitig	single	diverse unitig k8 n1000	indiv_rows	441168	427056	1.033044846577498
diverse	1000	8	worst	unitig	single	diverse unitig k8 n1000	cylinder	408272	394230	1.035618801207417
dustbin	1000	23	nj	kmer	single	dustbin kmer k23 n1000	matrix	4047668309	8039542937	0.503469953543206
dustbin	1000	23	nj	kmer	single	dustbin kmer k23 n1000	indiv_rows	5757039494	9748914122	0.5905313578471586
dustbin	1000	23	nj	kmer	single	dustbin kmer k23 n1000	cylinder	4047978208	8044804654	0.5031791798682499
dustbin	113	23	nj	kmer	single	dustbin kmer k23 n113	matrix	817191744	1006703687	0.8117500259040971
dustbin	113	23	nj	kmer	single	dustbin kmer k23 n113	indiv_rows	2526562929	2716074872	0.9302258030683626
dustbin	113	23	nj	kmer	single	dustbin kmer k23 n113	cylinder	828791784	1015852038	0.8158587599348794
dustbin	12	23	nj	kmer	single	dustbin kmer k23 n12	matrix	76124451	71493629	1.0647725128067005
dustbin	12	23	nj	kmer	single	dustbin kmer k23 n12	indiv_rows	1785495636	1780864814	1.0026003220253417
dustbin	12	23	nj	kmer	single	dustbin kmer k23 n12	cylinder	78712516	78625796	1.0011029459084904
dustbin	177	23	nj	kmer	single	dustbin kmer k23 n177	matrix	1137846516	1574729600	0.7225662843957464
dustbin	177	23	nj	kmer	single	dustbin kmer k23 n177	indiv_rows	2847217701	3284100785	0.866970256821762
dustbin	177	23	nj	kmer	single	dustbin kmer k23 n177	cylinder	1149562704	1585722844	0.7249455403569881
dustbin	19	23	nj	kmer	single	dustbin kmer k23 n19	matrix	115815395	122993219	0.9416404899525396
dustbin	19	23	nj	kmer	single	dustbin kmer k23 n19	indiv_rows	1825186580	1832364404	0.9960827529806129
dustbin	19	23	nj	kmer	single	dustbin kmer k23 n19	cylinder	122345816	126371988	0.9681403128674371
dustbin	277	23	nj	kmer	single	dustbin kmer k23 n277	matrix	1574791046	2387448408	0.659612597584559
dustbin	277	23	nj	kmer	single	dustbin kmer k23 n277	indiv_rows	3284162231	4096819593	0.8016370153597828
dustbin	277	23	nj	kmer	single	dustbin kmer k23 n277	cylinder	1575348884	2395486812	0.6576320421003429
dustbin	29	23	nj	kmer	single	dustbin kmer k23 n29	matrix	193596476	219244433	0.8830166100500257
dustbin	29	23	nj	kmer	single	dustbin kmer k23 n29	indiv_rows	1902967661	1928615618	0.9867013640454715
dustbin	29	23	nj	kmer	single	dustbin kmer k23 n29	cylinder	204029830	224764376	0.9077498562316655
dustbin	2	23	nj	kmer	single	dustbin kmer k23 n2	matrix	1071257	1071257	1
dustbin	2	23	nj	kmer	single	dustbin kmer k23 n2	indiv_rows	1710442442	1710442442	1
dustbin	2	23	nj	kmer	single	dustbin kmer k23 n2	cylinder	2142514	2142514	1
dustbin	3	23	nj	kmer	single	dustbin kmer k23 n3	matrix	3659322	3659322	1
dustbin	3	23	nj	kmer	single	dustbin kmer k23 n3	indiv_rows	1713030507	1713030507	1
dustbin	3	23	nj	kmer	single	dustbin kmer k23 n3	cylinder	6355230	6355230	1
dustbin	434	23	nj	kmer	single	dustbin kmer k23 n434	matrix	2095980463	3661672222	0.5724107281932457
dustbin	434	23	nj	kmer	single	dustbin kmer k23 n434	indiv_rows	3805351648	5371043407	0.7084939293248947
dustbin	434	23	nj	kmer	single	dustbin kmer k23 n434	cylinder	2096290362	3671405246	0.570977656112441
dustbin	46	23	nj	kmer	single	dustbin kmer k23 n46	matrix	346328457	371797971	0.9314963609631963
dustbin	46	23	nj	kmer	single	dustbin kmer k23 n46	indiv_rows	2055699642	2081169156	0.9877619203001489
dustbin	46	23	nj	kmer	single	dustbin kmer k23 n46	cylinder	358304948	381515398	0.9391624817198073
dustbin	5	23	nj	kmer	single	dustbin kmer k23 n5	matrix	24914706	22934637	1.0863353102122348
dustbin	5	23	nj	kmer	single	dustbin kmer k23 n5	indiv_rows	1734285891	1732305822	1.001143025079552
dustbin	5	23	nj	kmer	single	dustbin kmer k23 n5	cylinder	30423772	30426492	0.9999106042195072
dustbin	679	23	nj	kmer	single	dustbin kmer k23 n679	matrix	3055586728	5591948952	0.5464260768881211
dustbin	679	23	nj	kmer	single	dustbin kmer k23 n679	indiv_rows	4764957913	7301320137	0.6526159411711329
dustbin	679	23	nj	kmer	single	dustbin kmer k23 n679	cylinder	3055759426	5599294874	0.5457400431238657
dustbin	72	23	nj	kmer	single	dustbin kmer k23 n72	matrix	551524062	613484393	0.8990025961426537
dustbin	72	23	nj	kmer	single	dustbin kmer k23 n72	indiv_rows	2260895247	2322855578	0.9733257927927881
dustbin	72	23	nj	kmer	single	dustbin kmer k23 n72	cylinder	563124102	618097014	0.9110610296525393
dustbin	8	23	nj	kmer	single	dustbin kmer k23 n8	matrix	40428125	42412464	0.9532133054094665
dustbin	8	23	nj	kmer	single	dustbin kmer k23 n8	indiv_rows	1749799310	1751783649	0.9988672465340496
dustbin	8	23	nj	kmer	single	dustbin kmer k23 n8	cylinder	50653394	50655296	0.9999624520997765
dustbin	1000	31	nj	kmer	single	dustbin kmer k31 n1000	matrix	4212740826	8041158758	0.523897233319616
dustbin	1000	31	nj	kmer	single	dustbin kmer k31 n1000	indiv_rows	6020809952	9849227884	0.611297659360767
dustbin	1000	31	nj	kmer	single	dustbin kmer k31 n1000	cylinder	4213057900	8051154978	0.5232861510568726
dustbin	1000	31	nj	unitig	single	dustbin unitig k31 n1000	matrix	104814281	290606226	0.360674588575401
dustbin	1000	31	nj	unitig	single	dustbin unitig k31 n1000	indiv_rows	133469130	319261075	0.418056382225738
dustbin	1000	31	nj	unitig	single	dustbin unitig k31 n1000	cylinder	104819566	290738210	0.3605290340062285
dustbin	113	31	nj	kmer	single	dustbin kmer k31 n113	matrix	685814411	927672061	0.7392854003393339
dustbin	113	31	nj	kmer	single	dustbin kmer k31 n113	indiv_rows	2493883537	2735741187	0.9115933732513565
dustbin	113	31	nj	kmer	single	dustbin kmer k31 n113	cylinder	693238928	936991506	0.7398561497738914
dustbin	113	31	nj	unitig	single	dustbin unitig k31 n113	matrix	22057431	34107720	0.6466990757517653
dustbin	113	31	nj	unitig	single	dustbin unitig k31 n113	indiv_rows	50712280	62762569	0.8080019796512791
dustbin	113	31	nj	unitig	single	dustbin unitig k31 n113	cylinder	22637538	34161918	0.6626541870394982
dustbin	12	31	nj	kmer	single	dustbin kmer k31 n12	matrix	81183494	96874791	0.8380249718422619
dustbin	12	31	nj	kmer	single	dustbin kmer k31 n12	indiv_rows	1889252620	1904943917	0.991762856187015
dustbin	12	31	nj	kmer	single	dustbin kmer k31 n12	cylinder	93673416	99065626	0.9455693138203154
dustbin	12	31	nj	unitig	single	dustbin unitig k31 n12	matrix	3312455	4283713	0.7732672566999703
dustbin	12	31	nj	unitig	single	dustbin unitig k31 n12	indiv_rows	31967304	32938562	0.9705130418261733
dustbin	12	31	nj	unitig	single	dustbin unitig k31 n12	cylinder	3780506	4341074	0.8708688218629768
dustbin	177	31	nj	kmer	single	dustbin kmer k31 n177	matrix	1014970028	1468350698	0.6912313450611375
dustbin	177	31	nj	kmer	single	dustbin kmer k31 n177	indiv_rows	2823039154	3276419824	0.861623145276147
dustbin	177	31	nj	kmer	single	dustbin kmer k31 n177	cylinder	1026284256	1477614126	0.6945549842422121
dustbin	177	31	nj	unitig	single	dustbin unitig k31 n177	matrix	32020715	55419279	0.5777901765917958
dustbin	177	31	nj	unitig	single	dustbin unitig k31 n177	indiv_rows	60675564	84074128	0.7216912674967024
dustbin	177	31	nj	unitig	single	dustbin unitig k31 n177	cylinder	32757000	55830668	0.5867205457760241
dustbin	19	31	nj	kmer	single	dustbin kmer k31 n19	matrix	130481199	138517975	0.9419802664600028
dustbin	19	31	nj	kmer	single	dustbin kmer k31 n19	indiv_rows	1938550325	1946587101	0.9958713504287214
dustbin	19	31	nj	kmer	single	dustbin kmer k31 n19	cylinder	140623786	148286722	0.9483235188110773
dustbin	19	31	nj	unitig	single	dustbin unitig k31 n19	matrix	5875564	6001337	0.9790425033621675
dustbin	19	31	nj	unitig	single	dustbin unitig k31 n19	indiv_rows	34530413	34656186	0.9963708354981705
dustbin	19	31	nj	unitig	single	dustbin unitig k31 n19	cylinder	6277682	7053898	0.8899592820877195
dustbin	277	31	nj	kmer	single	dustbin kmer k31 n277	matrix	1380901520	2212522789	0.6241298516179938
dustbin	277	31	nj	kmer	single	dustbin kmer k31 n277	indiv_rows	3188970646	4020591915	0.7931594932832172
dustbin	277	31	nj	kmer	single	dustbin kmer k31 n277	cylinder	1392915850	2216626796	0.6283943930090431
dustbin	277	31	nj	unitig	single	dustbin unitig k31 n277	matrix	40464492	84236947	0.48036513004204673
dustbin	277	31	nj	unitig	single	dustbin unitig k31 n277	indiv_rows	69119341	112891796	0.6122618600203685
dustbin	277	31	nj	unitig	single	dustbin unitig k31 n277	cylinder	41412244	84784854	0.48843917334574877
dustbin	29	31	nj	kmer	single	dustbin kmer k31 n29	matrix	197830789	217141859	0.9110670319903635
dustbin	29	31	nj	kmer	single	dustbin kmer k31 n29	indiv_rows	2005899915	2025210985	0.9904646626237809
dustbin	29	31	nj	kmer	single	dustbin kmer k31 n29	cylinder	208355370	221948420	0.9387558154277467
dustbin	29	31	nj	unitig	single	dustbin unitig k31 n29	matrix	9403641	10562132	0.8903165573011207
dustbin	29	31	nj	unitig	single	dustbin unitig k31 n29	indiv_rows	38058490	39216981	0.9704594547958701
dustbin	29	31	nj	unitig	single	dustbin unitig k31 n29	cylinder	9774322	10759692	0.9084202410254866
dustbin	2	31	nj	kmer	single	dustbin kmer k31 n2	matrix	11466079	11466079	1
dustbin	2	31	nj	kmer	single	dustbin kmer k31 n2	indiv_rows	1819535205	1819535205	1
dustbin	2	31	nj	kmer	single	dustbin kmer k31 n2	cylinder	22932158	22932158	1
dustbin	2	31	nj	unitig	single	dustbin unitig k31 n2	matrix	317863	317863	1
dustbin	2	31	nj	unitig	single	dustbin unitig k31 n2	indiv_rows	28972712	28972712	1
dustbin	2	31	nj	unitig	single	dustbin unitig k31 n2	cylinder	635726	635726	1
dustbin	3	31	nj	kmer	single	dustbin kmer k31 n3	matrix	22654657	23956001	0.9456777447955524
dustbin	3	31	nj	kmer	single	dustbin kmer k31 n3	indiv_rows	1830723783	1832025127	0.9992896691312684
