dataset	method	k	N	type	n_bit_changes	n_runs	n_cylinder_runs
ngono	upgma-attotree	31	16	kmer	2729525	6846588	3129708
ngono	upgma-attotree	31	16	uniqrow	178570	277360	202114
ngono	upgma-attotree	31	16	unitig	204949	385492	231710
ngono	upgma-attotree	31	1	kmer	0	4117063	0
ngono	upgma-attotree	31	1	uniqrow	0	98790	0
ngono	upgma-attotree	31	1	unitig	0	180543	0
ngono	upgma-attotree	31	251	kmer	16931141	21048204	17329368
ngono	upgma-attotree	31	251	uniqrow	1291295	1390085	1314986
ngono	upgma-attotree	31	251	unitig	1478673	1659216	1505622
ngono	upgma-attotree	31	25	kmer	3509055	7626118	3909004
ngono	upgma-attotree	31	25	uniqrow	234195	332985	257604
ngono	upgma-attotree	31	25	unitig	269291	449834	295866
ngono	upgma-attotree	31	2	kmer	285906	4402969	571812
ngono	upgma-attotree	31	2	uniqrow	19740	118530	39480
ngono	upgma-attotree	31	2	unitig	22052	202595	44104
ngono	upgma-attotree	31	398	kmer	22803959	26921022	23202186
ngono	upgma-attotree	31	398	uniqrow	1759561	1858351	1783252
ngono	upgma-attotree	31	398	unitig	2024827	2205370	2051776
ngono	upgma-attotree	31	3	kmer	682616	4799679	1088710
ngono	upgma-attotree	31	3	uniqrow	42967	141757	67134
ngono	upgma-attotree	31	3	unitig	48541	229084	76022
ngono	upgma-attotree	31	40	kmer	5036320	9153383	5468564
ngono	upgma-attotree	31	40	uniqrow	344774	443564	368176
ngono	upgma-attotree	31	40	unitig	396247	576790	423620
ngono	upgma-attotree	31	4	kmer	833500	4950563	1239594
ngono	upgma-attotree	31	4	uniqrow	48475	147265	72642
ngono	upgma-attotree	31	4	unitig	55901	236444	83382
ngono	upgma-attotree	31	631	kmer	31130247	35247310	31528474
ngono	upgma-attotree	31	631	uniqrow	2500403	2599193	2524094
ngono	upgma-attotree	31	631	unitig	2873409	3053952	2900358
ngono	upgma-attotree	31	63	kmer	6430828	10547891	6863072
ngono	upgma-attotree	31	63	uniqrow	460914	559704	484316
ngono	upgma-attotree	31	63	unitig	527503	708046	554876
ngono	upgma-attotree	31	6	kmer	1257388	5374451	1663482
ngono	upgma-attotree	31	6	uniqrow	77095	175885	101262
ngono	upgma-attotree	31	6	unitig	88405	268948	115886
ngono	upgma-hamming	31	1000	kmer	42556889	46673952	42969818
ngono	upgma-hamming	31	1000	uniqrow	3440167	3538957	3464496
ngono	upgma-hamming	31	1000	unitig	3979940	4160483	4008366
ngono	upgma-hamming	31	100	kmer	8259295	12376358	8657522
ngono	upgma-hamming	31	100	uniqrow	604017	702807	627708
ngono	upgma-hamming	31	100	unitig	700877	881420	727826
ngono	upgma-hamming	31	10	kmer	1560879	5677942	1961062
ngono	upgma-hamming	31	10	uniqrow	97544	196334	121088
ngono	upgma-hamming	31	10	unitig	112799	293342	139560
ngono	upgma-hamming	31	158	kmer	11548429	15665492	11946656
ngono	upgma-hamming	31	158	uniqrow	856625	955415	880316
ngono	upgma-hamming	31	158	unitig	991313	1171856	1018262
ngono	upgma-hamming	31	16	kmer	2760619	6877682	3160802
ngono	upgma-hamming	31	16	uniqrow	173692	272482	197236
ngono	upgma-hamming	31	16	unitig	201059	381602	227820
ngono	upgma-hamming	31	1	kmer	0	4117063	0
ngono	upgma-hamming	31	1	uniqrow	0	98790	0
ngono	upgma-hamming	31	1	unitig	0	180543	0
ngono	upgma-hamming	31	251	kmer	16857463	20974526	17255690
ngono	upgma-hamming	31	251	uniqrow	1254367	1353157	1278058
ngono	upgma-hamming	31	251	unitig	1454373	1634916	1481322
ngono	upgma-hamming	31	25	kmer	3518311	7635374	3918260
ngono	upgma-hamming	31	25	uniqrow	229381	328171	252790
ngono	upgma-hamming	31	25	unitig	264945	445488	291520
ngono	upgma-hamming	31	2	kmer	285906	4402969	571812
ngono	upgma-hamming	31	2	uniqrow	19740	118530	39480
ngono	upgma-hamming	31	2	unitig	22052	202595	44104
ngono	upgma-hamming	31	398	kmer	22585831	26702894	22998760
ngono	upgma-hamming	31	398	uniqrow	1720095	1818885	1743786
ngono	upgma-hamming	31	398	unitig	1995296	2175839	2023722
ngono	upgma-hamming	31	3	kmer	682616	4799679	1088710
ngono	upgma-hamming	31	3	uniqrow	42967	141757	67134
ngono	upgma-hamming	31	3	unitig	48541	229084	76022
ngono	upgma-hamming	31	40	kmer	5036480	9153543	5468724
ngono	upgma-hamming	31	40	uniqrow	334095	432885	357504
ngono	upgma-hamming	31	40	unitig	386631	567174	414004
ngono	upgma-hamming	31	4	kmer	833500	4950563	1239594
ngono	upgma-hamming	31	4	uniqrow	48475	147265	72642
ngono	upgma-hamming	31	4	unitig	55901	236444	83382
ngono	upgma-hamming	31	631	kmer	30745125	34862188	31158054
ngono	upgma-hamming	31	631	uniqrow	2463049	2561839	2487378
ngono	upgma-hamming	31	631	unitig	2851216	3031759	2879642
ngono	upgma-hamming	31	63	kmer	6266818	10383881	6699062
ngono	upgma-hamming	31	63	uniqrow	440407	539197	463816
ngono	upgma-hamming	31	63	unitig	511743	692286	539116
ngono	upgma-hamming	31	6	kmer	1336118	5453181	1742212
ngono	upgma-hamming	31	6	uniqrow	78733	177523	102900
ngono	upgma-hamming	31	6	unitig	91269	271812	118750
ngono	worst	31	1000	kmer	345395284	349512347	345408714
ngono	worst	31	1000	uniqrow	21260170	21358960	21263706
ngono	worst	31	1000	unitig	24326894	24507437	24330870
ngono	worst	31	100	kmer	31602236	35719299	31625078
ngono	worst	31	100	uniqrow	1994189	2092979	1999696
ngono	worst	31	100	unitig	2278146	2458689	2281620
ngono	worst	31	10	kmer	3116299	7233362	3164242
ngono	worst	31	10	uniqrow	192569	291359	197318
ngono	worst	31	10	unitig	218417	398960	223624
ngono	worst	31	158	kmer	51870866	55987929	51893708
ngono	worst	31	158	uniqrow	3238259	3337049	3243766
ngono	worst	31	158	unitig	3699952	3880495	3706444
ngono	worst	31	16	kmer	5169237	9286300	5217180
ngono	worst	31	16	uniqrow	317255	416045	322004
ngono	worst	31	16	unitig	362303	542846	367510
ngono	worst	31	1	kmer	0	4117063	0
ngono	worst	31	1	uniqrow	0	98790	0
ngono	worst	31	1	unitig	0	180543	0
ngono	worst	31	251	kmer	84816350	88933413	84834904
ngono	worst	31	251	uniqrow	5209376	5308166	5220306
ngono	worst	31	251	unitig	5969876	6150419	5972628
ngono	worst	31	25	kmer	8243379	12360442	8324736
ngono	worst	31	25	uniqrow	506830	605620	509666
ngono	worst	31	25	unitig	578587	759130	581730
ngono	worst	31	2	kmer	285906	4402969	571812
ngono	worst	31	2	uniqrow	19740	118530	39480
ngono	worst	31	2	unitig	22052	202595	44104
ngono	worst	31	398	kmer	136194051	140311114	136207178
ngono	worst	31	398	uniqrow	8358981	8457771	8364738
ngono	worst	31	398	unitig	9575699	9756242	9579628
ngono	worst	31	3	kmer	692000	4809063	1088710
ngono	worst	31	3	uniqrow	43907	142697	67134
ngono	worst	31	3	unitig	49533	230076	76022
ngono	worst	31	40	kmer	13378674	17495737	13417696
ngono	worst	31	40	uniqrow	822324	921114	828870
ngono	worst	31	40	unitig	939934	1120477	947278
ngono	worst	31	4	kmer	1198872	5315935	1484778
ngono	worst	31	4	uniqrow	52902	151692	72642
ngono	worst	31	4	unitig	61330	241873	83382
ngono	worst	31	631	kmer	215980561	220097624	215993688
ngono	worst	31	631	uniqrow	13297575	13396365	13307304
ngono	worst	31	631	unitig	15227958	15408501	15231900
ngono	worst	31	63	kmer	20706958	24824021	20729800
ngono	worst	31	63	uniqrow	1288398	1387188	1291500
ngono	worst	31	63	unitig	1469390	1649933	1472864
ngono	worst	31	6	kmer	1906098	6023161	2168436
ngono	worst	31	6	uniqrow	111566	210356	129522
ngono	worst	31	6	unitig	126699	307242	146650
