dataset	method	k	N	type	n_bit_changes	n_runs	n_cylinder_runs
diverse	worst	23	1000	uniqrow	86970160	91542150	86971640
diverse	worst	23	1000	unitig	437436399	516093033	437444342
diverse	worst	24	1000	kmer	8284862277	11187271121	8285457200
diverse	worst	24	1000	uniqrow	61292252	64547064	61293220
diverse	worst	24	1000	unitig	343720446	405780288	343725368
diverse	worst	25	1000	kmer	8287162546	11208687165	8287757536
diverse	worst	25	1000	uniqrow	58031599	61052947	58032350
diverse	worst	25	1000	unitig	312869978	366469671	312873618
diverse	worst	26	1000	kmer	8289275374	11228315758	8289870424
diverse	worst	26	1000	uniqrow	53942962	56736532	53943600
diverse	worst	26	1000	unitig	293761458	343532963	293764554
diverse	worst	27	1000	kmer	8291193971	11246765675	8291789072
diverse	worst	27	1000	uniqrow	40271450	42392813	40271910
diverse	worst	27	1000	unitig	253125952	298060946	253128332
diverse	worst	28	1000	kmer	8292948051	11263027303	8293543198
diverse	worst	28	1000	uniqrow	38965883	40997949	38966278
diverse	worst	29	1000	kmer	8294551578	11278434850	8295146766
diverse	worst	29	1000	uniqrow	36802479	38717668	36802818
diverse	worst	29	1000	unitig	230274101	270049614	230275732
diverse	worst	30	1000	kmer	8296055535	11293234911	8296650760
diverse	worst	30	1000	uniqrow	28450998	29950856	28451264
diverse	worst	30	1000	unitig	203390450	240101974	203391814
diverse	worst	31	1000	kmer	8297417969	11306485712	8298013222
diverse	worst	31	1000	uniqrow	27764449	29215652	27764686
diverse	worst	31	1000	unitig	194553998	228914117	194555172
diverse	worst	6	1000	kmer	102	2182	102
diverse	worst	6	1000	uniqrow	88	108	88
diverse	worst	6	1000	unitig	102	2182	102
diverse	worst	7	1000	kmer	7986	16178	7986
diverse	worst	7	1000	uniqrow	6208	6841	6208
diverse	worst	7	1000	unitig	7986	16178	7986
diverse	worst	8	1000	kmer	408272	441168	408272
diverse	worst	8	1000	uniqrow	386014	400563	386014
diverse	worst	8	1000	unitig	408272	441168	408272
ngono-spneumo	nj-attotree	10	1000	kmer	3817453	4336460	3817580
ngono-spneumo	nj-attotree	10	1000	uniqrow	3066447	3198529	3066560
ngono-spneumo	nj-attotree	10	1000	unitig	3817011	4335965	3817138
ngono-spneumo	nj-attotree	11	1000	kmer	19700878	21500227	19701506
ngono-spneumo	nj-attotree	11	1000	uniqrow	13805217	14389749	13805708
ngono-spneumo	nj-attotree	11	1000	unitig	19570386	21355921	19571008
ngono-spneumo	nj-attotree	12	1000	kmer	46334416	50649188	46335786
ngono-spneumo	nj-attotree	12	1000	uniqrow	22056908	23012387	22057690
ngono-spneumo	nj-attotree	12	1000	unitig	42974791	46917867	42976044
ngono-spneumo	nj-attotree	13	1000	kmer	67777305	74666973	67779378
ngono-spneumo	nj-attotree	13	1000	uniqrow	18036800	18842121	18037496
ngono-spneumo	nj-attotree	13	1000	unitig	48223845	52907401	48225284
ngono-spneumo	nj-attotree	14	1000	kmer	79478782	87983833	79481364
ngono-spneumo	nj-attotree	14	1000	uniqrow	11832941	12371505	11833476
ngono-spneumo	nj-attotree	14	1000	unitig	34057730	37389287	34058898
ngono-spneumo	nj-attotree	15	1000	kmer	85483150	94799544	85486048
ngono-spneumo	nj-attotree	15	1000	uniqrow	8483480	8868417	8483934
ngono-spneumo	nj-attotree	15	1000	unitig	19935364	21786656	19936168
ngono-spneumo	nj-attotree	16	1000	kmer	89158967	98908467	89162088
ngono-spneumo	nj-attotree	16	1000	uniqrow	7407436	7738428	7407866
ngono-spneumo	nj-attotree	16	1000	unitig	13026809	14117758	13027438
ngono-spneumo	nj-attotree	17	1000	kmer	92037092	102081454	92040400
ngono-spneumo	nj-attotree	17	1000	uniqrow	7079173	7392164	7079602
ngono-spneumo	nj-attotree	17	1000	unitig	10435812	11234385	10436372
ngono-spneumo	nj-attotree	18	1000	kmer	94640177	104932858	94643660
ngono-spneumo	nj-attotree	18	1000	uniqrow	6928372	7233499	6928798
ngono-spneumo	nj-attotree	18	1000	unitig	9453164	10142245	9453700
ngono-spneumo	nj-attotree	19	1000	kmer	97093460	107615665	97097114
ngono-spneumo	nj-attotree	19	1000	uniqrow	7088348	7398755	7088786
ngono-spneumo	nj-attotree	19	1000	unitig	9299783	9955316	9300318
ngono-spneumo	nj-attotree	20	1000	kmer	99492427	110237461	99496260
ngono-spneumo	nj-attotree	20	1000	uniqrow	7176140	7489481	7176586
ngono-spneumo	nj-attotree	20	1000	unitig	9257787	9899426	9258334
ngono-spneumo	nj-attotree	21	1000	kmer	101850153	112814395	101854160
ngono-spneumo	nj-attotree	21	1000	uniqrow	7150856	7462714	7151316
ngono-spneumo	nj-attotree	21	1000	unitig	9130213	9756821	9130776
ngono-spneumo	nj-attotree	22	1000	kmer	104142939	115322685	104147118
ngono-spneumo	nj-attotree	22	1000	uniqrow	7331811	7650568	7332284
ngono-spneumo	nj-attotree	22	1000	unitig	9247114	9871860	9247690
ngono-spneumo	nj-attotree	23	1000	kmer	106408149	117801995	106412500
ngono-spneumo	nj-attotree	23	1000	uniqrow	7414125	7735920	7414602
ngono-spneumo	nj-attotree	23	1000	unitig	9285621	9907816	9286196
ngono-spneumo	nj-attotree	24	1000	kmer	108651362	120258377	108655884
ngono-spneumo	nj-attotree	24	1000	uniqrow	7392709	7713210	7393196
ngono-spneumo	nj-attotree	24	1000	unitig	9205713	9819026	9206306
ngono-spneumo	nj-attotree	25	1000	kmer	110843184	122661678	110847880
ngono-spneumo	nj-attotree	25	1000	uniqrow	7563432	7890721	7563928
ngono-spneumo	nj-attotree	25	1000	unitig	9339426	9954849	9340024
ngono-spneumo	nj-attotree	26	1000	kmer	113015839	125045273	113020710
ngono-spneumo	nj-attotree	26	1000	uniqrow	7651363	7981798	7651866
ngono-spneumo	nj-attotree	26	1000	unitig	9403752	10018772	9404362
ngono-spneumo	nj-attotree	27	1000	kmer	115170485	127410321	115175530
ngono-spneumo	nj-attotree	27	1000	uniqrow	7616542	7945226	7617050
ngono-spneumo	nj-attotree	27	1000	unitig	9322508	9930110	9323124
ngono-spneumo	nj-attotree	28	1000	kmer	117283463	129732331	117288682
ngono-spneumo	nj-attotree	28	1000	uniqrow	7768282	8103022	7768802
ngono-spneumo	nj-attotree	28	1000	unitig	9450305	10060509	9450934
ngono-spneumo	nj-attotree	29	1000	kmer	119378402	132035950	119383796
ngono-spneumo	nj-attotree	29	1000	uniqrow	7843572	8180903	7844094
ngono-spneumo	nj-attotree	29	1000	unitig	9502426	10112480	9503056
ngono-spneumo	nj-attotree	30	1000	kmer	121458878	134324730	121464446
ngono-spneumo	nj-attotree	30	1000	uniqrow	7810860	8146163	7811394
ngono-spneumo	nj-attotree	30	1000	unitig	9427346	10030269	9427986
ngono-spneumo	nj-attotree	31	1000	kmer	123501239	136574130	123506980
ngono-spneumo	nj-attotree	31	1000	uniqrow	7952647	8293459	7953204
ngono-spneumo	nj-attotree	31	1000	unitig	9546328	10152100	9546994
ngono-spneumo	nj-attotree	6	1000	kmer	0	2080	0
ngono-spneumo	nj-attotree	6	1000	uniqrow	0	1	0
ngono-spneumo	nj-attotree	6	1000	unitig	0	2080	0
ngono-spneumo	nj-attotree	8	1000	kmer	7400	40296	7400
ngono-spneumo	nj-attotree	8	1000	uniqrow	7174	7591	7174
ngono-spneumo	nj-attotree	8	1000	unitig	7400	40296	7400
ngono-spneumo	nj-attotree	9	1000	kmer	274868	405930	274874
ngono-spneumo	nj-attotree	9	1000	uniqrow	234335	245868	234340
ngono-spneumo	nj-attotree	9	1000	unitig	274868	405930	274874
ngono-spneumo	nj-hamming	10	1000	kmer	3705832	4224839	3706474
ngono-spneumo	nj-hamming	10	1000	uniqrow	2997277	3129359	2997740
ngono-spneumo	nj-hamming	10	1000	unitig	3705489	4224443	3706412
ngono-spneumo	nj-hamming	11	1000	kmer	19160287	20959636	19162760
ngono-spneumo	nj-hamming	11	1000	uniqrow	13411364	13995896	13414066
ngono-spneumo	nj-hamming	11	1000	unitig	19033576	20819111	19036012
ngono-spneumo	nj-hamming	12	1000	kmer	45124279	49439051	45129902
ngono-spneumo	nj-hamming	12	1000	uniqrow	21427072	22382551	21430436
ngono-spneumo	nj-hamming	12	1000	unitig	41883980	45827056	41887460
ngono-spneumo	nj-hamming	13	1000	kmer	66219225	73108893	66225120
ngono-spneumo	nj-hamming	13	1000	uniqrow	17430367	18235688	17433976
ngono-spneumo	nj-hamming	13	1000	unitig	46954236	51637792	46963554
ngono-spneumo	nj-hamming	14	1000	kmer	77489270	85994321	77555808
ngono-spneumo	nj-hamming	14	1000	uniqrow	11461996	12000560	11463750
ngono-spneumo	nj-hamming	14	1000	unitig	33176150	36507707	33179506
ngono-spneumo	nj-hamming	15	1000	kmer	83415799	92732193	83427014
ngono-spneumo	nj-hamming	15	1000	uniqrow	8193085	8578022	8194706
ngono-spneumo	nj-hamming	15	1000	unitig	19374112	21225404	19378720
ngono-spneumo	nj-hamming	16	1000	kmer	86860270	96609770	86868932
ngono-spneumo	nj-hamming	16	1000	uniqrow	7128405	7459397	7129898
ngono-spneumo	nj-hamming	16	1000	unitig	12640900	13731849	12642752
ngono-spneumo	nj-hamming	17	1000	kmer	89538853	99583215	89610060
ngono-spneumo	nj-hamming	17	1000	uniqrow	6802472	7115463	6803932
ngono-spneumo	nj-hamming	17	1000	unitig	10095288	10893861	10095848
ngono-spneumo	nj-hamming	18	1000	kmer	91972487	102265168	91995522
ngono-spneumo	nj-hamming	18	1000	uniqrow	6663689	6968816	6665400
ngono-spneumo	nj-hamming	18	1000	unitig	9132161	9821242	9133936
ngono-spneumo	nj-hamming	19	1000	kmer	94173565	104695770	94184006
ngono-spneumo	nj-hamming	19	1000	uniqrow	6811172	7121579	6812884
ngono-spneumo	nj-hamming	19	1000	unitig	8976462	9631995	8979196
ngono-spneumo	nj-hamming	20	1000	kmer	96631534	107376568	96642012
ngono-spneumo	nj-hamming	20	1000	uniqrow	6891281	7204622	6893004
ngono-spneumo	nj-hamming	20	1000	unitig	8948534	9590173	8951246
ngono-spneumo	nj-hamming	21	1000	kmer	98913349	109877591	98940140
ngono-spneumo	nj-hamming	21	1000	uniqrow	6864643	7176501	6866412
ngono-spneumo	nj-hamming	21	1000	unitig	8812774	9439382	8814528
ngono-spneumo	nj-hamming	22	1000	kmer	101050288	112230034	101063804
ngono-spneumo	nj-hamming	22	1000	uniqrow	7052524	7371281	7054306
ngono-spneumo	nj-hamming	22	1000	unitig	8930595	9555341	8932562
ngono-spneumo	nj-hamming	23	1000	kmer	103157327	114551173	103176238
ngono-spneumo	nj-hamming	23	1000	uniqrow	7124208	7446003	7125738
ngono-spneumo	nj-hamming	23	1000	unitig	8982125	9604320	8983878
ngono-spneumo	nj-hamming	24	1000	kmer	105409799	117016814	105433540
ngono-spneumo	nj-hamming	24	1000	uniqrow	7119781	7440282	7121322
ngono-spneumo	nj-hamming	24	1000	unitig	8918111	9531424	8920102
ngono-spneumo	nj-hamming	25	1000	kmer	107525616	119344110	107555522
ngono-spneumo	nj-hamming	25	1000	uniqrow	7274480	7601769	7276330
ngono-spneumo	nj-hamming	25	1000	unitig	9023792	9639215	9025796
ngono-spneumo	nj-hamming	26	1000	kmer	109518121	121547555	109539784
ngono-spneumo	nj-hamming	26	1000	uniqrow	7355016	7685451	7356874
ngono-spneumo	nj-hamming	26	1000	unitig	9093120	9708140	9094958
ngono-spneumo	nj-hamming	27	1000	kmer	111405780	123645616	111419080
ngono-spneumo	nj-hamming	27	1000	uniqrow	7325358	7654042	7328038
ngono-spneumo	nj-hamming	27	1000	unitig	9003748	9611350	9005816
ngono-spneumo	nj-hamming	28	1000	kmer	113515861	125964729	113536590
ngono-spneumo	nj-hamming	28	1000	uniqrow	7458145	7792885	7460040
ngono-spneumo	nj-hamming	28	1000	unitig	9133539	9743743	9136614
ngono-spneumo	nj-hamming	29	1000	kmer	115518975	128176523	115551856
ngono-spneumo	nj-hamming	29	1000	uniqrow	7524097	7861428	7525692
ngono-spneumo	nj-hamming	29	1000	unitig	9182178	9792232	9184502
ngono-spneumo	nj-hamming	30	1000	kmer	117611989	130477841	117628586
ngono-spneumo	nj-hamming	30	1000	uniqrow	7482941	7818244	7485372
ngono-spneumo	nj-hamming	30	1000	unitig	9084188	9687111	9086524
ngono-spneumo	nj-hamming	31	1000	kmer	119471125	132544016	119488108
ngono-spneumo	nj-hamming	31	1000	uniqrow	7641614	7982426	7643618
ngono-spneumo	nj-hamming	31	1000	unitig	9200309	9806081	9203202
ngono-spneumo	nj-hamming	6	1000	kmer	0	2080	0
ngono-spneumo	nj-hamming	6	1000	uniqrow	0	1	0
ngono-spneumo	nj-hamming	6	1000	unitig	0	2080	0
ngono-spneumo	nj-hamming	8	1000	kmer	6964	39860	6968
ngono-spneumo	nj-hamming	8	1000	uniqrow	6762	7179	6762
ngono-spneumo	nj-hamming	8	1000	unitig	6964	39860	6968
ngono-spneumo	nj-hamming	9	1000	kmer	265869	396931	265928
ngono-spneumo	nj-hamming	9	1000	uniqrow	230768	242301	230794
ngono-spneumo	nj-hamming	9	1000	unitig	265869	396931	265928
ngono-spneumo	optimal	10	1000	kmer	3199817	3718824	3373770
ngono-spneumo	optimal	10	1000	uniqrow	2641578	2773660	2707852
ngono-spneumo	optimal	10	1000	unitig	3199413	3718367	3373346
ngono-spneumo	optimal	11	1000	kmer	16503281	18302630	17464350
ngono-spneumo	optimal	11	1000	uniqrow	11924389	12508921	12207166
ngono-spneumo	optimal	11	1000	unitig	16392822	18178357	17347834
ngono-spneumo	optimal	12	1000	kmer	38807548	43122320	41124958
ngono-spneumo	optimal	12	1000	uniqrow	19120798	20076277	19552610
ngono-spneumo	optimal	12	1000	unitig	35992110	39935186	38139598
ngono-spneumo	optimal	13	1000	kmer	56851889	63741557	60221282
ngono-spneumo	optimal	13	1000	uniqrow	15691538	16496859	16034896
ngono-spneumo	optimal	13	1000	unitig	40483982	45167538	42857254
ngono-spneumo	optimal	14	1000	kmer	66835103	75340154	70702190
ngono-spneumo	optimal	14	1000	uniqrow	10316859	10855423	10558220
ngono-spneumo	optimal	14	1000	unitig	28748998	32080555	30334946
ngono-spneumo	optimal	15	1000	kmer	72087555	81403949	76138824
ngono-spneumo	optimal	15	1000	uniqrow	7404734	7789671	7576036
ngono-spneumo	optimal	15	1000	unitig	16965167	18816459	17806430
ngono-spneumo	optimal	16	1000	kmer	75392018	85141518	79507658
ngono-spneumo	optimal	16	1000	uniqrow	6461737	6792729	6614204
ngono-spneumo	optimal	16	1000	unitig	11172810	12263759	11658774
ngono-spneumo	optimal	17	1000	kmer	78019933	88064295	82160562
ngono-spneumo	optimal	17	1000	uniqrow	6172558	6485549	6327500
ngono-spneumo	optimal	17	1000	unitig	8992618	9791191	9345260
ngono-spneumo	optimal	18	1000	kmer	80409723	90702404	84562740
ngono-spneumo	optimal	18	1000	uniqrow	6040109	6345236	6192054
ngono-spneumo	optimal	18	1000	unitig	8166361	8855442	8468408
ngono-spneumo	optimal	19	1000	kmer	82665592	93187797	86826292
ngono-spneumo	optimal	19	1000	uniqrow	6182459	6492866	6336806
ngono-spneumo	optimal	19	1000	unitig	8048119	8703652	8332796
ngono-spneumo	optimal	20	1000	kmer	84873519	95618553	89039680
ngono-spneumo	optimal	20	1000	uniqrow	6261478	6574819	6417158
ngono-spneumo	optimal	20	1000	unitig	8021866	8663505	8297964
ngono-spneumo	optimal	21	1000	kmer	87031685	97995927	91201948
ngono-spneumo	optimal	21	1000	uniqrow	6241998	6553856	6396622
ngono-spneumo	optimal	21	1000	unitig	7920049	8546657	8186286
ngono-spneumo	optimal	22	1000	kmer	89134990	100314736	93308556
ngono-spneumo	optimal	22	1000	uniqrow	6403542	6722299	6560624
ngono-spneumo	optimal	22	1000	unitig	8030539	8655285	8293040
ngono-spneumo	optimal	23	1000	kmer	91209593	102603439	95386008
ngono-spneumo	optimal	23	1000	uniqrow	6477523	6799318	6635592
ngono-spneumo	optimal	23	1000	unitig	8069684	8691879	8328966
ngono-spneumo	optimal	24	1000	kmer	93265730	104872745	97444752
ngono-spneumo	optimal	24	1000	uniqrow	6461819	6782320	6618888
ngono-spneumo	optimal	24	1000	unitig	8007429	8620742	8260618
ngono-spneumo	optimal	25	1000	kmer	95273511	107092005	99454940
ngono-spneumo	optimal	25	1000	uniqrow	6613340	6940629	6771550
ngono-spneumo	optimal	25	1000	unitig	8130617	8746040	8382052
ngono-spneumo	optimal	26	1000	kmer	97265447	109294881	101449170
ngono-spneumo	optimal	26	1000	uniqrow	6692855	7023290	6852048
ngono-spneumo	optimal	26	1000	unitig	8192243	8807263	8441760
ngono-spneumo	optimal	27	1000	kmer	99243774	111483610	103429676
ngono-spneumo	optimal	27	1000	uniqrow	6664078	6992762	6822188
ngono-spneumo	optimal	27	1000	unitig	8126184	8733786	8370790
ngono-spneumo	optimal	28	1000	kmer	101175712	113624580	105363696
ngono-spneumo	optimal	28	1000	uniqrow	6800377	7135117	6960476
ngono-spneumo	optimal	28	1000	unitig	8244453	8854657	8487890
ngono-spneumo	optimal	29	1000	kmer	103096639	115754187	107286616
ngono-spneumo	optimal	29	1000	uniqrow	6868942	7206273	7029492
ngono-spneumo	optimal	29	1000	unitig	8295902	8905956	8537520
ngono-spneumo	optimal	30	1000	kmer	105005893	117871745	109197770
ngono-spneumo	optimal	30	1000	uniqrow	6843152	7178455	7002640
ngono-spneumo	optimal	30	1000	unitig	8235799	8838722	8472886
ngono-spneumo	optimal	31	1000	kmer	106879405	119952296	111073092
ngono-spneumo	optimal	31	1000	uniqrow	6969696	7310508	7131024
ngono-spneumo	optimal	31	1000	unitig	8344914	8950686	8590234
ngono-spneumo	optimal	6	1000	kmer	0	2080	0
ngono-spneumo	optimal	6	1000	uniqrow	0	1	0
ngono-spneumo	optimal	6	1000	unitig	0	2080	0
ngono-spneumo	optimal	8	1000	kmer	5616	38512	5810
ngono-spneumo	optimal	8	1000	uniqrow	5476	5893	5632
ngono-spneumo	optimal	8	1000	unitig	5616	38512	5820
ngono-spneumo	optimal	9	1000	kmer	230598	361660	241128
ngono-spneumo	optimal	9	1000	uniqrow	201196	212729	206548
ngono-spneumo	optimal	9	1000	unitig	230600	361662	241130
ngono-spneumo	randomized	10	1000	kmer	99159303	99678310	99187324
ngono-spneumo	randomized	10	1000	uniqrow	42453473	42585555	42478876
ngono-spneumo	randomized	10	1000	unitig	99147156	99666110	99175174
ngono-spneumo	randomized	11	1000	kmer	547848027	549647376	548007680
ngono-spneumo	randomized	11	1000	uniqrow	181031291	181615823	181154252
ngono-spneumo	randomized	11	1000	unitig	544356652	546142187	544515332
ngono-spneumo	randomized	12	1000	kmer	1310807969	1315122741	1311198080
ngono-spneumo	randomized	12	1000	uniqrow	277901755	278857234	278102434
ngono-spneumo	randomized	12	1000	unitig	1215710801	1219653877	1216074608
ngono-spneumo	randomized	13	1000	kmer	1902684939	1909574607	1903260372
ngono-spneumo	randomized	13	1000	uniqrow	225697287	226502608	225861774
ngono-spneumo	randomized	13	1000	unitig	1345799329	1350482885	1346215584
ngono-spneumo	randomized	14	1000	kmer	2187476560	2195981611	2188150972
ngono-spneumo	randomized	14	1000	uniqrow	152345191	152883755	152451736
ngono-spneumo	randomized	14	1000	unitig	908793934	912125491	909090370
ngono-spneumo	randomized	15	1000	kmer	2297570065	2306886459	2298294652
ngono-spneumo	randomized	15	1000	uniqrow	113629756	114014693	113704848
ngono-spneumo	randomized	15	1000	unitig	491954501	493805793	492127146
ngono-spneumo	randomized	16	1000	kmer	2340365332	2350114832	2341120536
ngono-spneumo	randomized	16	1000	uniqrow	101242243	101573235	101307002
ngono-spneumo	randomized	16	1000	unitig	289483459	290574408	289594326
ngono-spneumo	randomized	17	1000	kmer	2360837477	2370881839	2361616806
ngono-spneumo	randomized	17	1000	uniqrow	97467738	97780729	97529230
ngono-spneumo	randomized	17	1000	unitig	213283173	214081746	213370616
ngono-spneumo	randomized	18	1000	kmer	2374138167	2384430848	2374939412
ngono-spneumo	randomized	18	1000	uniqrow	95641673	95946800	95701620
ngono-spneumo	randomized	18	1000	unitig	183982238	184671319	184060992
ngono-spneumo	randomized	19	1000	kmer	2384568618	2395090823	2385390392
ngono-spneumo	randomized	19	1000	uniqrow	97203093	97513500	97264314
ngono-spneumo	randomized	19	1000	unitig	174640201	175295734	174717550
ngono-spneumo	randomized	20	1000	kmer	2393707438	2404452472	2394549238
ngono-spneumo	randomized	20	1000	uniqrow	98074941	98388282	98136930
ngono-spneumo	randomized	20	1000	unitig	170046986	170688625	170123980
ngono-spneumo	randomized	21	1000	kmer	2402029689	2412993931	2402891176
ngono-spneumo	randomized	21	1000	uniqrow	97575585	97887443	97637122
ngono-spneumo	randomized	21	1000	unitig	164545668	165172276	164621496
ngono-spneumo	randomized	22	1000	kmer	2409759376	2420939122	2410639914
ngono-spneumo	randomized	22	1000	uniqrow	99300468	99619225	99363504
ngono-spneumo	randomized	22	1000	unitig	163052471	163677217	163129234
ngono-spneumo	randomized	23	1000	kmer	2417162693	2428556539	2418062028
ngono-spneumo	randomized	23	1000	uniqrow	100014884	100336679	100078600
ngono-spneumo	randomized	23	1000	unitig	161470130	162092325	161547262
ngono-spneumo	randomized	24	1000	kmer	2424376578	2435983593	2425294488
ngono-spneumo	randomized	24	1000	uniqrow	99574801	99895302	99638092
ngono-spneumo	randomized	24	1000	unitig	158072624	158685937	158148866
ngono-spneumo	randomized	25	1000	kmer	2431343713	2443162207	2432279660
ngono-spneumo	randomized	25	1000	uniqrow	101058406	101385695	101123048
ngono-spneumo	randomized	25	1000	unitig	157584082	158199505	157661346
ngono-spneumo	randomized	26	1000	kmer	2438194951	2450224385	2439148758
ngono-spneumo	randomized	26	1000	uniqrow	101793387	102123822	101858678
ngono-spneumo	randomized	26	1000	unitig	156775627	157390647	156853336
ngono-spneumo	randomized	27	1000	kmer	2444938753	2457178589	2445910242
ngono-spneumo	randomized	27	1000	uniqrow	101204703	101533387	101269560
ngono-spneumo	randomized	27	1000	unitig	153959851	154567453	154036830
ngono-spneumo	randomized	28	1000	kmer	2451519755	2463968623	2452508482
ngono-spneumo	randomized	28	1000	uniqrow	102521561	102856301	102587728
ngono-spneumo	randomized	28	1000	unitig	153725918	154336122	153803880
ngono-spneumo	randomized	29	1000	kmer	2458010799	2470668347	2459016598
ngono-spneumo	randomized	29	1000	uniqrow	103023907	103361238	103090634
ngono-spneumo	randomized	29	1000	unitig	152925141	153535195	153003484
ngono-spneumo	randomized	30	1000	kmer	2464415136	2477280988	2465437812
ngono-spneumo	randomized	30	1000	uniqrow	102470692	102805995	102536982
ngono-spneumo	randomized	30	1000	unitig	150358535	150961458	150436110
ngono-spneumo	randomized	31	1000	kmer	2470663979	2483736870	2471703168
ngono-spneumo	randomized	31	1000	uniqrow	103655864	103996676	103723322
ngono-spneumo	randomized	31	1000	unitig	150204861	150810633	150283366
ngono-spneumo	randomized	6	1000	kmer	0	2080	0
ngono-spneumo	randomized	6	1000	uniqrow	0	1	0
ngono-spneumo	randomized	6	1000	unitig	0	2080	0
ngono-spneumo	randomized	8	1000	kmer	101479	134375	101520
ngono-spneumo	randomized	8	1000	uniqrow	83557	83974	83598
ngono-spneumo	randomized	8	1000	unitig	101479	134375	101520
ngono-spneumo	randomized	9	1000	kmer	5961713	6092775	5963404
ngono-spneumo	randomized	9	1000	uniqrow	3323295	3334828	3324910
ngono-spneumo	randomized	9	1000	unitig	5961713	6092775	5963404
ngono-spneumo	upgma-attotree	10	1000	kmer	3661281	4180288	3837930
ngono-spneumo	upgma-attotree	10	1000	uniqrow	2974446	3106528	3042494
ngono-spneumo	upgma-attotree	10	1000	unitig	3660848	4179802	3837478
ngono-spneumo	upgma-attotree	11	1000	kmer	18634610	20433959	19592542
ngono-spneumo	upgma-attotree	11	1000	uniqrow	13368701	13953233	13647078
ngono-spneumo	upgma-attotree	11	1000	unitig	18510809	20296344	19462802
ngono-spneumo	upgma-attotree	12	1000	kmer	43565159	47879931	45831084
ngono-spneumo	upgma-attotree	12	1000	uniqrow	21308788	22264267	21726504
ngono-spneumo	upgma-attotree	12	1000	unitig	40394235	44337311	42497806
ngono-spneumo	upgma-attotree	13	1000	kmer	63618589	70508257	66887308
ngono-spneumo	upgma-attotree	13	1000	uniqrow	17374682	18180003	17712924
ngono-spneumo	upgma-attotree	13	1000	unitig	45222235	49905791	47537940
ngono-spneumo	upgma-attotree	14	1000	kmer	74603141	83108192	78345874
ngono-spneumo	upgma-attotree	14	1000	uniqrow	11354029	11892593	11584782
ngono-spneumo	upgma-attotree	14	1000	unitig	31920209	35251766	33475816
ngono-spneumo	upgma-attotree	15	1000	kmer	80289260	89605654	84208236
ngono-spneumo	upgma-attotree	15	1000	uniqrow	8111720	8496657	8286504
ngono-spneumo	upgma-attotree	15	1000	unitig	18704454	20555746	19541006
ngono-spneumo	upgma-attotree	16	1000	kmer	83803376	93552876	87784586
ngono-spneumo	upgma-attotree	16	1000	uniqrow	7069421	7400413	7226338
ngono-spneumo	upgma-attotree	16	1000	unitig	12253946	13344895	12741464
ngono-spneumo	upgma-attotree	17	1000	kmer	86572153	96616515	90577798
ngono-spneumo	upgma-attotree	17	1000	uniqrow	6750623	7063614	6902222
ngono-spneumo	upgma-attotree	17	1000	unitig	9837475	10636048	10193550
ngono-spneumo	upgma-attotree	18	1000	kmer	89083221	99375902	93101236
ngono-spneumo	upgma-attotree	18	1000	uniqrow	6603756	6908883	6752700
ngono-spneumo	upgma-attotree	18	1000	unitig	8922643	9611724	9228050
ngono-spneumo	upgma-attotree	19	1000	kmer	91453342	101975547	95479096
ngono-spneumo	upgma-attotree	19	1000	uniqrow	6758526	7068933	6909778
ngono-spneumo	upgma-attotree	19	1000	unitig	8789363	9444896	9077918
ngono-spneumo	upgma-attotree	20	1000	kmer	93773273	104518307	97804596
ngono-spneumo	upgma-attotree	20	1000	uniqrow	6842440	7155781	6994942
ngono-spneumo	upgma-attotree	20	1000	unitig	8756285	9397924	9036346
ngono-spneumo	upgma-attotree	21	1000	kmer	96054208	107018450	100089734
ngono-spneumo	upgma-attotree	21	1000	uniqrow	6816726	7128584	6968492
ngono-spneumo	upgma-attotree	21	1000	unitig	8639184	9265792	8909404
ngono-spneumo	upgma-attotree	22	1000	kmer	98272938	109452684	102311860
ngono-spneumo	upgma-attotree	22	1000	uniqrow	6991953	7310710	7146094
ngono-spneumo	upgma-attotree	22	1000	unitig	8757385	9382131	9024170
ngono-spneumo	upgma-attotree	23	1000	kmer	100465021	111858867	104506850
ngono-spneumo	upgma-attotree	23	1000	uniqrow	7071228	7393023	7226302
ngono-spneumo	upgma-attotree	23	1000	unitig	8797952	9420147	9061482
ngono-spneumo	upgma-attotree	24	1000	kmer	102636121	114243136	106680620
ngono-spneumo	upgma-attotree	24	1000	uniqrow	7049258	7369759	7203718
ngono-spneumo	upgma-attotree	24	1000	unitig	8723802	9337115	8981366
ngono-spneumo	upgma-attotree	25	1000	kmer	104757831	116576325	108804812
ngono-spneumo	upgma-attotree	25	1000	uniqrow	7214309	7541598	7370812
ngono-spneumo	upgma-attotree	25	1000	unitig	8856965	9472388	9112964
ngono-spneumo	upgma-attotree	26	1000	kmer	106861059	118890493	110910418
ngono-spneumo	upgma-attotree	26	1000	uniqrow	7299233	7629668	7456798
ngono-spneumo	upgma-attotree	26	1000	unitig	8921755	9536775	9175960
ngono-spneumo	upgma-attotree	27	1000	kmer	108946918	121186754	112998556
ngono-spneumo	upgma-attotree	27	1000	uniqrow	7264138	7592822	7420880
ngono-spneumo	upgma-attotree	27	1000	unitig	8844736	9452338	9094172
ngono-spneumo	upgma-attotree	28	1000	kmer	110993340	123442208	115047172
ngono-spneumo	upgma-attotree	28	1000	uniqrow	7410564	7745304	7569172
ngono-spneumo	upgma-attotree	28	1000	unitig	8971439	9581643	9219934
